X,Y,id,spp_com,spp_bot,numberof_st,dbh_range,dbh,date_plant,city,neighborhood,park,x_longitude,y_latitude,ObjectId
-71.161585989,42.355429061,42949,"Maple, Norway",Acer platanoides,1,12-18in,16,--,Boston,Allston-Brighton,Hobart Park,-71.16158,42.35543,1
-71.161516252,42.355420142,42950,"Maple, Norway",Acer platanoides,1,12-18in,14,--,Boston,Allston-Brighton,Hobart Park,-71.16151,42.35542,2
-71.161470654,42.355412214,42951,"Maple, Norway",Acer platanoides,1,6-12in,10,--,Boston,Allston-Brighton,Hobart Park,-71.16147,42.35541,3
-71.161403599,42.355400321,42952,"Maple, Norway",Acer platanoides,1,18-24in,18,--,Boston,Allston-Brighton,Hobart Park,-71.1614,42.3554,4
-71.161239984,42.355363652,42953,"Birch, River",Betula nigra,1,6-12in,6,--,Boston,Allston-Brighton,Hobart Park,-71.16124,42.35536,5
-71.16118634,42.355354733,42954,"Birch, River",Betula nigra,1,6-12in,6,--,Boston,Allston-Brighton,Hobart Park,-71.16119,42.35535,6
-71.161116603,42.355343831,42955,"Birch, River",Betula nigra,1,6-12in,6,--,Boston,Allston-Brighton,Hobart Park,-71.16112,42.35534,7
-71.161494794,42.355584656,42956,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0,--,Boston,Allston-Brighton,Hobart Park,-71.16149,42.35558,8
-71.161314343,42.3555669,42957,"Lilac, Japanese Tree",Syringa reticulata,1,3-6in,4,--,Boston,Allston-Brighton,Hobart Park,-71.16132,42.35557,9
-71.161088791,42.355385042,43130,"Maple, Japanese",Acer palmatum,1,0-3in,1,--,Boston,Allston-Brighton,Hobart Park,-71.16109,42.35538,10
-71.161079403,42.355474236,43131,"Corktree, Amur",Phellodendron amurense,1,6-12in,10,--,Boston,Allston-Brighton,Hobart Park,-71.16108,42.35547,11
-71.161091473,42.355707132,43132,Horsechestnut,Aesculus hippocastanum,1,6-12in,8,--,Boston,Allston-Brighton,Hobart Park,-71.16109,42.35571,12
-71.161074039,42.35578047,43133,Horsechestnut,Aesculus hippocastanum,1,6-12in,8,--,Boston,Allston-Brighton,Hobart Park,-71.16107,42.35578,13
-71.16106331,42.355844887,43134,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,12,--,Boston,Allston-Brighton,Hobart Park,-71.16106,42.35585,14
-71.161053922,42.355895431,43135,"Maple, Norway",Acer platanoides,2,12-18in,14,--,Boston,Allston-Brighton,Hobart Park,-71.16106,42.3559,15
-71.16105124,42.355919216,43136,"Maple, Norway",Acer platanoides,3,24-30in,26,--,Boston,Allston-Brighton,Hobart Park,-71.16105,42.35592,16
-71.16105124,42.355976696,43137,Crabapple spp.,Malus spp.,3,24-30in,28,--,Boston,Allston-Brighton,Hobart Park,-71.16105,42.35598,17
-71.161056604,42.356046069,43138,Horsechestnut,Aesculus hippocastanum,1,6-12in,10,--,Boston,Allston-Brighton,Hobart Park,-71.16106,42.35604,18
-71.161130365,42.356049042,43139,Horsechestnut,Aesculus hippocastanum,1,6-12in,8,--,Boston,Allston-Brighton,Hobart Park,-71.16113,42.35605,19
-71.161206808,42.356057961,43140,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,11,--,Boston,Allston-Brighton,Hobart Park,-71.16121,42.35606,20
-71.161243018,42.356087692,43141,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,20,--,Boston,Allston-Brighton,Hobart Park,-71.16124,42.35609,21
-71.161338236,42.356068863,43142,Horsechestnut,Aesculus hippocastanum,1,12-18in,14,--,Boston,Allston-Brighton,Hobart Park,-71.16134,42.35607,22
-71.160596605,42.348556339,43143,Mulberry,Morus species,3,>30in,35,--,Boston,Allston-Brighton,Rogers Park,-71.1606,42.34856,23
-71.160647567,42.348450285,43144,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,18,--,Boston,Allston-Brighton,Rogers Park,-71.16064,42.34845,24
-71.160698529,42.348380904,43145,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,14,--,Boston,Allston-Brighton,Rogers Park,-71.1607,42.34838,25
-71.160733398,42.348327381,43146,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,14,--,Boston,Allston-Brighton,Rogers Park,-71.16074,42.34833,26
-71.160777654,42.348254035,43147,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,19,--,Boston,Allston-Brighton,Rogers Park,-71.16077,42.34826,27
-71.160819229,42.348192583,43148,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,11,--,Boston,Allston-Brighton,Rogers Park,-71.16082,42.34819,28
-71.160860803,42.348112299,43149,"Oak, Pin",Quercus palustris,1,>30in,36,--,Boston,Allston-Brighton,Rogers Park,-71.16086,42.34811,29
-71.160917129,42.348038953,43150,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,13,--,Boston,Allston-Brighton,Rogers Park,-71.16092,42.34804,30
-71.16094261,42.347974527,43151,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,17,--,Boston,Allston-Brighton,Rogers Park,-71.16094,42.34797,31
-71.160993572,42.347919022,43152,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,13,--,Boston,Allston-Brighton,Rogers Park,-71.161,42.34792,32
-71.161041852,42.347851622,43153,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,8,--,Boston,Allston-Brighton,Rogers Park,-71.16104,42.34785,33
-71.161094155,42.347777285,43154,"Oak, Pin",Quercus palustris,1,>30in,35,--,Boston,Allston-Brighton,Rogers Park,-71.16109,42.34778,34
-71.16113707,42.347700964,43155,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,11,--,Boston,Allston-Brighton,Rogers Park,-71.16114,42.3477,35
-71.161177304,42.347633565,43156,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,9,--,Boston,Allston-Brighton,Rogers Park,-71.16118,42.34763,36
-71.161171939,42.347598874,43157,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,8,--,Boston,Allston-Brighton,Rogers Park,-71.16117,42.3476,37
-71.106908552,42.307256049,43158,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,18,--,Boston,Jamaica Plain,English High Athletic Field,-71.10691,42.30725,38
-71.106985364,42.307198233,43159,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,20,--,Boston,Jamaica Plain,English High Athletic Field,-71.10699,42.3072,39
-71.107071509,42.307121226,43160,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,23,--,Boston,Jamaica Plain,English High Athletic Field,-71.10707,42.30712,40
-71.107193786,42.307006551,43161,"Ash, Green",Fraxinus pennsylvanica,1,24-30in,26,--,Boston,Jamaica Plain,English High Athletic Field,-71.10719,42.30701,41
-71.107277888,42.306927253,43163,"Ash, Green",Fraxinus pennsylvanica,1,24-30in,26,--,Boston,Jamaica Plain,English High Athletic Field,-71.10728,42.30693,42
-71.107338771,42.30686643,43164,"Ash, Green",Fraxinus pennsylvanica,1,>30in,30,--,Boston,Jamaica Plain,English High Athletic Field,-71.10734,42.30687,43
-71.107401911,42.306802293,43165,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,23,--,Boston,Jamaica Plain,English High Athletic Field,-71.1074,42.3068,44
-71.107479037,42.306713337,43166,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,23,--,Boston,Jamaica Plain,English High Athletic Field,-71.10748,42.30671,45
-71.107532098,42.306660105,43167,"Ash, Green",Fraxinus pennsylvanica,1,24-30in,24,--,Boston,Jamaica Plain,English High Athletic Field,-71.10753,42.30666,46
-71.107732431,42.306464475,43169,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,19,--,Boston,Jamaica Plain,English High Athletic Field,-71.10773,42.30647,47
-71.107809205,42.306393623,43170,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,18,--,Boston,Jamaica Plain,English High Athletic Field,-71.10781,42.30639,48
-71.107869831,42.3063025,43171,"Ash, Green",Fraxinus pennsylvanica,1,24-30in,24,--,Boston,Jamaica Plain,English High Athletic Field,-71.10787,42.3063,49
-71.107934017,42.306236078,43172,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,19,--,Boston,Jamaica Plain,English High Athletic Field,-71.10793,42.30624,50
-71.107969411,42.306181468,43173,"Ash, Green",Fraxinus pennsylvanica,1,24-30in,27,--,Boston,Jamaica Plain,English High Athletic Field,-71.10797,42.30618,51
-71.108058092,42.306082673,43174,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,18,--,Boston,Jamaica Plain,English High Athletic Field,-71.10806,42.30608,52
-71.108117195,42.306040199,43175,"Ash, Green",Fraxinus pennsylvanica,1,24-30in,27,--,Boston,Jamaica Plain,English High Athletic Field,-71.10812,42.30604,53
-71.108175316,42.305967591,43176,"Ash, Green",Fraxinus pennsylvanica,1,>30in,30,--,Boston,Jamaica Plain,English High Athletic Field,-71.10818,42.30597,54
-71.108237289,42.305890227,43177,"Ash, Green",Fraxinus pennsylvanica,1,24-30in,24,--,Boston,Jamaica Plain,English High Athletic Field,-71.10824,42.30589,55
-71.108292973,42.305831382,43178,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,22,--,Boston,Jamaica Plain,English High Athletic Field,-71.10829,42.30583,56
-71.108646833,42.305662071,43179,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,20,--,Boston,Jamaica Plain,English High Athletic Field,-71.10865,42.30566,57
-71.109103734,42.305729481,43180,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,18,--,Boston,Jamaica Plain,English High Athletic Field,-71.1091,42.30573,58
-71.109005492,42.305704737,43181,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,21,--,Boston,Jamaica Plain,English High Athletic Field,-71.10901,42.30571,59
-71.108841375,42.305673752,43182,"Ash, Green",Fraxinus pennsylvanica,1,24-30in,29,--,Boston,Jamaica Plain,English High Athletic Field,-71.10884,42.30568,60
-71.159765333,42.347199872,43183,"Ash, White",Fraxinus americana,1,12-18in,16,--,Boston,Allston-Brighton,Rogers Park,-71.15977,42.3472,61
-71.159481012,42.347071308,43184,"Ash, White",Fraxinus americana,1,18-24in,18,--,Boston,Allston-Brighton,Rogers Park,-71.15948,42.34707,62
-71.159326743,42.347004663,43185,"Ash, White",Fraxinus americana,1,12-18in,13,--,Boston,Allston-Brighton,Rogers Park,-71.15932,42.347,63
-71.158791926,42.34686204,43186,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,13,--,Boston,Allston-Brighton,Rogers Park,-71.15879,42.34686,64
-71.158542146,42.347405217,43187,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,8,--,Boston,Allston-Brighton,Rogers Park,-71.15854,42.3474,65
-71.158611517,42.347419839,43188,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,12,--,Boston,Allston-Brighton,Rogers Park,-71.15862,42.34742,66
-71.158736296,42.347453638,43189,"Ash, White",Fraxinus americana,1,12-18in,14,--,Boston,Allston-Brighton,Rogers Park,-71.15874,42.34745,67
-71.158804488,42.347479963,43190,"Ash, White",Fraxinus americana,1,12-18in,14,--,Boston,Allston-Brighton,Rogers Park,-71.15881,42.34748,68
-71.158883257,42.347494834,43191,"Ash, White",Fraxinus americana,1,12-18in,14,--,Boston,Allston-Brighton,Rogers Park,-71.15888,42.3475,69
-71.158886969,42.347407291,43192,"Ash, White",Fraxinus americana,1,12-18in,15,--,Boston,Allston-Brighton,Rogers Park,-71.15889,42.34741,70
-71.158819954,42.347388548,43193,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,15,--,Boston,Allston-Brighton,Rogers Park,-71.15882,42.34739,71
-71.109190753,42.305756287,43194,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,23,--,Boston,Jamaica Plain,English High Athletic Field,-71.10919,42.30576,72
-71.109050528,42.305836361,43195,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,15,--,Boston,Jamaica Plain,English High Athletic Field,-71.10905,42.30584,73
-71.03312224,42.336180006,43196,"Ash, Green",Fraxinus pennsylvanica,1,24-30in,25,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03312,42.33618,74
-71.033154742,42.336293837,43197,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,21,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03316,42.33629,75
-71.031459113,42.335978353,43198,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,22,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03146,42.33598,76
-71.03152246,42.33615843,43199,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,18,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03152,42.33616,77
-71.031450277,42.336215462,43200,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,21,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03145,42.33622,78
-71.031567979,42.336221293,43201,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,17,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03157,42.33622,79
-71.031513625,42.336285906,43202,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,20,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03152,42.33628,80
-71.031476942,42.336388598,43203,"Ash, Green",Fraxinus pennsylvanica,1,24-30in,26,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03148,42.33639,81
-71.032178497,42.33662104,43204,"Ash, White",Fraxinus americana,1,24-30in,24,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03218,42.33662,82
-71.032147494,42.336543482,43205,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,23,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03215,42.33654,83
-71.032021903,42.336523421,43206,"Ash, Green",Fraxinus pennsylvanica,1,24-30in,24,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03202,42.33652,84
-71.076402437,42.329635837,43208,"Ash, Green",Fraxinus pennsylvanica,1,24-30in,25,--,Boston,Roxbury,Orchard Park,-71.0764,42.32964,85
-71.076478922,42.329781129,43209,"Ash, Green",Fraxinus pennsylvanica,1,24-30in,26,--,Boston,Roxbury,Orchard Park,-71.07648,42.32978,86
-71.07651142,42.32982876,43210,"Ash, Green",Fraxinus pennsylvanica,1,>30in,32,--,Boston,Roxbury,Orchard Park,-71.07652,42.32983,87
-71.076677916,42.32994925,43211,"Ash, Green",Fraxinus pennsylvanica,1,24-30in,28,--,Boston,Roxbury,Orchard Park,-71.07668,42.32995,88
-71.048690978,42.339224531,43212,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,16,--,Boston,South Boston,Buckley Playground,-71.04869,42.33923,89
-71.049219698,42.339249076,43213,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,10,--,Boston,South Boston,Buckley Playground,-71.04922,42.33925,90
-71.049198468,42.339298821,43214,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,14,--,Boston,South Boston,Buckley Playground,-71.0492,42.3393,91
-71.049127447,42.339363076,43215,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,20,--,Boston,South Boston,Buckley Playground,-71.04913,42.33936,92
-71.049155474,42.339534226,43216,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,16,--,Boston,South Boston,Buckley Playground,-71.04916,42.33953,93
-71.049284772,42.339267974,43217,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,13,--,Boston,South Boston,Buckley Playground,-71.04929,42.33927,94
-71.04924091,42.339576035,43218,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,16,--,Boston,South Boston,Buckley Playground,-71.04924,42.33958,95
-71.061416955,42.297238927,43219,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,13,--,Boston,Dorchester,Doherty-Gibson Playground,-71.06142,42.29724,96
-71.061438098,42.297165171,43220,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,15,--,Boston,Dorchester,Doherty-Gibson Playground,-71.06144,42.29716,97
-71.061481723,42.296767391,43221,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,15,--,Boston,Dorchester,Doherty-Gibson Playground,-71.06149,42.29677,98
-71.061320712,42.296782212,43222,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,20,--,Boston,Dorchester,Doherty-Gibson Playground,-71.06132,42.29678,99
-71.061281583,42.296851709,43223,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,20,--,Boston,Dorchester,Doherty-Gibson Playground,-71.06128,42.29685,100
-71.122640986,42.260561122,43224,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,7,--,Boston,Hyde Park,Dell Rock Urban Wild,-71.12264,42.26056,101
-71.122670885,42.260437638,43225,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,12,--,Boston,Hyde Park,Dell Rock Urban Wild,-71.12267,42.26044,102
-71.068625246,42.327066855,43235,"Maple, Sugar",Acer saccharum,1,12-18in,15,--,Boston,Roxbury,Clifford Playground,-71.06863,42.32707,103
-71.06815016,42.327246757,43236,"Maple, Sugar",Acer saccharum,1,6-12in,8,--,Boston,Roxbury,Clifford Playground,-71.06815,42.32725,104
-71.068237332,42.327217012,43237,"Maple, Sugar",Acer saccharum,1,6-12in,10,--,Boston,Roxbury,Clifford Playground,-71.06824,42.32722,105
-71.068319139,42.327188259,43238,"Maple, Sugar",Acer saccharum,1,12-18in,16,--,Boston,Roxbury,Clifford Playground,-71.06832,42.32719,106
-71.068406311,42.327150582,43239,"Basswood, American",Tilia americana,1,18-24in,19,--,Boston,Roxbury,Clifford Playground,-71.06841,42.32715,107
-71.068482754,42.327119846,43240,"Maple, Sugar",Acer saccharum,1,12-18in,13,--,Boston,Roxbury,Clifford Playground,-71.06848,42.32712,108
-71.068555173,42.327090101,43241,"Maple, Sugar",Acer saccharum,1,18-24in,18,--,Boston,Roxbury,Clifford Playground,-71.06856,42.32709,109
-71.068713759,42.327034523,43242,"Maple, Sugar",Acer saccharum,1,12-18in,14,--,Boston,Roxbury,Clifford Playground,-71.06871,42.32703,110
-71.068802272,42.327002795,43243,"Maple, Red",Acer rubrum,1,12-18in,14,--,Boston,Roxbury,Clifford Playground,-71.0688,42.327,111
-71.068890785,42.326971067,43244,"Maple, Sugar",Acer saccharum,1,12-18in,14,--,Boston,Roxbury,Clifford Playground,-71.06889,42.32697,112
-71.068965887,42.326938347,43245,"Maple, Red",Acer rubrum,1,6-12in,8,--,Boston,Roxbury,Clifford Playground,-71.06896,42.32694,113
-71.069042329,42.326915156,43246,"Maple, Sugar",Acer saccharum,1,12-18in,17,--,Boston,Roxbury,Clifford Playground,-71.06905,42.32692,114
-71.153822487,42.348105451,43269,"Planetree, London",Platanus x acerifolia,1,18-24in,20,--,Boston,Allston-Brighton,Brighton Common,-71.15382,42.34811,115
-71.153865402,42.348016246,43270,"Maple, Norway",Acer platanoides,1,>30in,31,--,Boston,Allston-Brighton,Brighton Common,-71.15386,42.34801,116
-71.153884178,42.347912173,43271,"Planetree, London",Platanus x acerifolia,1,24-30in,24,--,Boston,Allston-Brighton,Brighton Common,-71.15388,42.34791,117
-71.153880154,42.347822968,43272,"Planetree, London",Platanus x acerifolia,1,24-30in,24,--,Boston,Allston-Brighton,Brighton Common,-71.15388,42.34782,118
-71.153861379,42.347757551,43273,"Planetree, London",Platanus x acerifolia,1,24-30in,24,--,Boston,Allston-Brighton,Brighton Common,-71.15386,42.34776,119
-71.153849309,42.347683213,43274,"Planetree, London",Platanus x acerifolia,1,24-30in,24,--,Boston,Allston-Brighton,Brighton Common,-71.15385,42.34768,120
-71.15371654,42.348125274,43275,"Hornbeam, American",Carpinus caroliniana,1,6-12in,8,--,Boston,Allston-Brighton,Brighton Common,-71.15372,42.34813,121
-71.153660213,42.348105451,43276,"Hornbeam, American",Carpinus caroliniana,1,6-12in,8,--,Boston,Allston-Brighton,Brighton Common,-71.15366,42.34811,122
-71.153471118,42.34803706,43277,"Hornbeam, American",Carpinus caroliniana,1,6-12in,8,--,Boston,Allston-Brighton,Brighton Common,-71.15347,42.34804,123
-71.153417473,42.348014263,43278,"Hornbeam, American",Carpinus caroliniana,1,6-12in,8,--,Boston,Allston-Brighton,Brighton Common,-71.15342,42.34801,124
-71.071913507,42.319590726,43279,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0,--,Boston,Roxbury,Mary Hannon Park,-71.07191,42.31959,125
-71.071943906,42.319506798,43280,"Elm, Accolade",Ulmus carpinifolia 'accolade',1,3-6in,4,--,Boston,Roxbury,Mary Hannon Park,-71.07195,42.31951,126
-71.071929706,42.319448817,43281,"Elm, Accolade",Ulmus carpinifolia 'accolade',1,3-6in,4,--,Boston,Roxbury,Mary Hannon Park,-71.07193,42.31945,127
-71.071924499,42.319366513,43282,"Elm, Accolade",Ulmus carpinifolia 'accolade',1,3-6in,4,--,Boston,Roxbury,Mary Hannon Park,-71.07192,42.31937,128
-71.071872433,42.319288875,43283,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0,--,Boston,Roxbury,Mary Hannon Park,-71.07187,42.31929,129
-71.071804983,42.319218995,43284,"Elm, Accolade",Ulmus carpinifolia 'accolade',1,3-6in,5,--,Boston,Roxbury,Mary Hannon Park,-71.07181,42.31922,130
-71.071735403,42.319166789,43285,"Elm, Accolade",Ulmus carpinifolia 'accolade',1,3-6in,5,--,Boston,Roxbury,Mary Hannon Park,-71.07174,42.31917,131
-71.071183894,42.319255102,43286,"Elm, Accolade",Ulmus carpinifolia 'accolade',1,3-6in,4,--,Boston,Roxbury,Mary Hannon Park,-71.07118,42.31926,132
-71.071565793,42.319766134,43287,"Elm, Accolade",Ulmus carpinifolia 'accolade',1,3-6in,4,--,Boston,Roxbury,Mary Hannon Park,-71.07156,42.31977,133
-71.071463159,42.319934416,43288,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,17,--,Boston,Roxbury,Mary Hannon Park,-71.07146,42.31993,134
-71.071308222,42.319753476,43289,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,22,--,Boston,Roxbury,Mary Hannon Park,-71.07131,42.31975,135
-71.070871811,42.319606309,43290,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,10,--,Boston,Roxbury,Mary Hannon Park,-71.07087,42.31961,136
-71.070920012,42.319660848,43291,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,11,--,Boston,Roxbury,Mary Hannon Park,-71.07092,42.31966,137
-71.071076842,42.319853571,43292,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,12,--,Boston,Roxbury,Mary Hannon Park,-71.07108,42.31985,138
-71.071128987,42.319900818,43293,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,12,--,Boston,Roxbury,Mary Hannon Park,-71.07113,42.3199,139
-71.071151628,42.319938616,43294,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,15,--,Boston,Roxbury,Mary Hannon Park,-71.07115,42.31994,140
-71.071202748,42.31997303,43295,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,12,--,Boston,Roxbury,Mary Hannon Park,-71.07121,42.31997,141
-71.07211859,42.319390763,43296,"Tupelo, Black",Nyssa sylvatica,1,3-6in,3,--,Boston,Roxbury,Mary Hannon Park,-71.07212,42.31939,142
-71.072026448,42.319332491,43297,"Tupelo, Black",Nyssa sylvatica,1,3-6in,3,--,Boston,Roxbury,Mary Hannon Park,-71.07203,42.31933,143
-71.071947875,42.319285651,43298,"Tupelo, Black",Nyssa sylvatica,1,3-6in,3,--,Boston,Roxbury,Mary Hannon Park,-71.07195,42.31929,144
-71.071665533,42.319109318,43299,"Tupelo, Black",Nyssa sylvatica,1,0-3in,2,--,Boston,Roxbury,Mary Hannon Park,-71.07166,42.31911,145
-71.071610232,42.319071403,43300,"Tupelo, Black",Nyssa sylvatica,1,0-3in,2,--,Boston,Roxbury,Mary Hannon Park,-71.07161,42.31907,146
-71.071240561,42.319130259,43301,"Tupelo, Black",Nyssa sylvatica,1,0-3in,2,--,Boston,Roxbury,Mary Hannon Park,-71.07124,42.31913,147
-71.071172086,42.319193023,43302,"Tupelo, Black",Nyssa sylvatica,1,3-6in,3,--,Boston,Roxbury,Mary Hannon Park,-71.07117,42.31919,148
-71.071110631,42.319263952,43303,"Tupelo, Black",Nyssa sylvatica,1,0-3in,2,--,Boston,Roxbury,Mary Hannon Park,-71.07111,42.31926,149
-71.071047678,42.319305892,43304,"Elm, Accolade",Ulmus carpinifolia 'accolade',1,3-6in,3,--,Boston,Roxbury,Mary Hannon Park,-71.07104,42.31931,150
-71.071059748,42.319359673,43305,"Cherry, Sargent",Prunus sargentii,1,3-6in,3,--,Boston,Roxbury,Mary Hannon Park,-71.07106,42.31936,151
-71.070984094,42.319391813,43306,"Cherry, Sargent",Prunus sargentii,1,3-6in,4,--,Boston,Roxbury,Mary Hannon Park,-71.07098,42.31939,152
-71.071249002,42.319649983,43307,"Cherry, Sargent",Prunus sargentii,1,3-6in,3,--,Boston,Roxbury,Mary Hannon Park,-71.07125,42.31965,153
-71.071293732,42.319694897,43308,"Cherry, Sargent",Prunus sargentii,1,3-6in,3,--,Boston,Roxbury,Mary Hannon Park,-71.0713,42.31969,154
-71.071467046,42.319001508,43309,Yellowwood,Cladrastis kentukea,1,0-3in,2,--,Boston,Roxbury,Mary Hannon Park,-71.07146,42.319,155
-71.071383898,42.319004483,43310,Yellowwood,Cladrastis kentukea,1,0-3in,2,--,Boston,Roxbury,Mary Hannon Park,-71.07138,42.319,156
-71.104292591,42.344444389,43458,"Oak, Northern Red",Quercus rubra,1,3-6in,4,--,Boston,Fenway/Longwood,Emerald Necklace,-71.10429,42.34444,157
-71.104700957,42.344441911,43459,"Oak, Chinkapin",Quercus muehlenbergii,1,>30in,53,--,Boston,Fenway/Longwood,Emerald Necklace,-71.1047,42.34444,158
-71.070822002,42.340410829,43469,"Serviceberry, Eastern",Amelanchier canadensis,2,3-6in,3.1,--,Boston,South End,Msgr. Reynolds Playground,-71.07082,42.34041,159
-71.07065992,42.340290805,43470,"Maple, Red",Acer rubrum,2,3-6in,4.4,--,Boston,South End,Msgr. Reynolds Playground,-71.07066,42.34029,160
-71.070382958,42.340425977,43471,"Linden, Littleleaf",Tilia cordata,2,>30in,31.6,--,Boston,South End,Msgr. Reynolds Playground,-71.07038,42.34043,161
-71.070297211,42.340507142,43472,"Mulberry, White",Morus alba,4,6-12in,10.3,--,Boston,South End,Msgr. Reynolds Playground,-71.0703,42.34051,162
-71.070634499,42.340580654,43473,"Linden, Littleleaf",Tilia cordata,2,>30in,32.3,--,Boston,South End,Msgr. Reynolds Playground,-71.07063,42.34058,163
-71.070598876,42.340467102,43474,"Linden, Littleleaf",Tilia cordata,2,>30in,36.3,--,Boston,South End,Msgr. Reynolds Playground,-71.0706,42.34047,164
-71.031488051,42.336699493,43561,"Oak, Northern Red",Quercus rubra,1,3-6in,4.5,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03149,42.3367,165
-71.031504814,42.336791193,43562,Elm,Ulmus species,1,6-12in,10,--,Boston,South Boston,Medal of Honor (M Street Park),-71.0315,42.33679,166
-71.031512861,42.33691511,43563,"Maple, Sugar",Acer saccharum,1,24-30in,26,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03151,42.33691,167
-71.031537001,42.337036054,43565,"Maple, Sugar",Acer saccharum,1,12-18in,13,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03154,42.33704,168
-71.031659041,42.337120813,43566,"Maple, Sugar",Acer saccharum,1,18-24in,24,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03166,42.33712,169
-71.031789128,42.337131718,43567,Honeylocust,Gleditsia triacanthos,1,12-18in,15.5,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03179,42.33713,170
-71.032278632,42.33720012,43568,"Basswood, American",Tilia americana,1,24-30in,28,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03228,42.3372,171
-71.033159737,42.337112882,43569,"Maple, Sugar",Acer saccharum,1,12-18in,16,--,Boston,South Boston,Medal of Honor (M Street Park),-71.03316,42.33711,172
