X,Y,id,spp_com,spp_bot,numberof_st,dbh_range,dbh,date_plant,city,neighborhood,park,x_longitude,y_latitude,ObjectId
-71.029293333,42.381485355,43973,Serviceberry,Amelanchier species,5,6-12in,10,--,Boston,East Boston,American Legion Playground,-71.0293,42.38148,561
-71.02920482,42.381484364,43974,Serviceberry,Amelanchier species,5,6-12in,10,--,Boston,East Boston,American Legion Playground,-71.02921,42.38148,562
-71.029104237,42.381480402,43975,Serviceberry,Amelanchier species,5,6-12in,10,--,Boston,East Boston,American Legion Playground,-71.02911,42.38148,563
-71.029062663,42.381463561,43976,Crabapple spp.,Malus spp.,5,24-30in,25,--,Boston,East Boston,American Legion Playground,-71.02906,42.38146,564
-71.028792766,42.382630963,43996,"Oak, Northern Red",Quercus rubra,1,6-12in,10,--,Boston,East Boston,Condor Urban Wild,-71.02879,42.38263,565
-71.028920171,42.382663653,43997,"Oak, Northern Red",Quercus rubra,1,3-6in,3,--,Boston,East Boston,Condor Urban Wild,-71.02892,42.38266,566
-71.029036847,42.382675541,43998,"Oak, Northern Red",Quercus rubra,1,6-12in,7,--,Boston,East Boston,Condor Urban Wild,-71.02904,42.38268,567
-71.029140112,42.38267455,43999,"Oak, Northern Red",Quercus rubra,1,6-12in,9,--,Boston,East Boston,Condor Urban Wild,-71.02914,42.38268,568
-71.029313114,42.382670588,44000,"Oak, Northern Red",Quercus rubra,1,6-12in,10,--,Boston,East Boston,Condor Urban Wild,-71.02931,42.38267,569
-71.029437837,42.38267356,44001,"Oak, Northern Red",Quercus rubra,1,6-12in,8,--,Boston,East Boston,Condor Urban Wild,-71.02943,42.38268,570
-71.029571947,42.38267455,44002,"Oak, Northern Red",Quercus rubra,1,3-6in,3,--,Boston,East Boston,Condor Urban Wild,-71.02957,42.38268,571
-71.030717251,42.382685447,44003,"Oak, Pin",Quercus palustris,1,0-3in,2,Fall 2023,Boston,East Boston,Condor Urban Wild,-71.03072,42.38269,572
-71.083833371,42.292291429,44058,"Maple, Red",Acer rubrum,1,0-3in,2,Fall 2023,Boston,Dorchester,Harambee Park,-71.08383,42.29229,573
-71.083919202,42.292280517,44059,"Maple, Red",Acer rubrum,1,0-3in,2,Fall 2023,Boston,Dorchester,Harambee Park,-71.08392,42.29228,574
-71.084015761,42.292275556,44060,"Maple, Red",Acer rubrum,1,0-3in,2,Fall 2023,Boston,Dorchester,Harambee Park,-71.08401,42.29227,575
-71.08409891,42.292271588,44061,"Maple, Red",Acer rubrum,1,0-3in,2,Fall 2023,Boston,Dorchester,Harambee Park,-71.0841,42.29227,576
-71.084187423,42.29227258,44062,"Maple, Red",Acer rubrum,1,0-3in,2,Fall 2023,Boston,Dorchester,Harambee Park,-71.08419,42.29227,577
-71.084278618,42.292275556,44063,"Maple, Red",Acer rubrum,1,0-3in,2,Fall 2023,Boston,Dorchester,Harambee Park,-71.08428,42.29227,578
-71.084372495,42.292280517,44064,"Maple, Red",Acer rubrum,1,0-3in,2,Fall 2023,Boston,Dorchester,Harambee Park,-71.08437,42.29228,579
-71.084461008,42.292291429,44065,"Maple, Red",Acer rubrum,1,0-3in,2,Fall 2023,Boston,Dorchester,Harambee Park,-71.08446,42.29229,580
-71.084542815,42.292303334,44066,"Maple, Red",Acer rubrum,1,0-3in,2,Fall 2023,Boston,Dorchester,Harambee Park,-71.08454,42.2923,581
-71.084636693,42.292318214,44067,"Maple, Red",Acer rubrum,1,0-3in,2,Fall 2023,Boston,Dorchester,Harambee Park,-71.08464,42.29232,582
-71.084726547,42.292334087,44068,"Maple, Red",Acer rubrum,1,0-3in,2,Fall 2023,Boston,Dorchester,Harambee Park,-71.08472,42.29234,583
-71.066065669,42.290913046,44075,Katsura Tree,Cercidiphyllum japonicum,1,6-12in,7,--,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.06606,42.29091,584
-71.066195757,42.290918006,44076,Katsura Tree,Cercidiphyllum japonicum,1,6-12in,7,--,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.06619,42.29092,585
-71.06612736,42.290963641,44077,Katsura Tree,Cercidiphyllum japonicum,1,0-3in,2,Spring 2023,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.06612,42.29096,586
-71.066172958,42.290819791,44078,"Serviceberry, Allegheny",Amelanchier laevis,1,0-3in,2,Spring 2023,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.06617,42.29082,587
-71.066135407,42.290720076,44079,"Serviceberry, Allegheny",Amelanchier laevis,1,0-3in,2,Spring 2023,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.06614,42.29072,588
-71.066010684,42.290621861,44080,"Serviceberry, Allegheny",Amelanchier laevis,1,0-3in,2,Spring 2023,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.06601,42.29062,589
-71.066064328,42.290668488,44081,"Linden, Silver",Tilia tomentosa,1,6-12in,10,--,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.06606,42.29067,590
-71.066147477,42.29060698,44082,"Linden, Silver",Tilia tomentosa,1,6-12in,10,--,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.06615,42.29061,591
-71.066482753,42.290330192,44083,"Linden, Silver",Tilia tomentosa,1,6-12in,8,--,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.06648,42.29033,592
-71.066403628,42.290337136,44084,"Linden, Silver",Tilia tomentosa,1,6-12in,6,--,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.06641,42.29034,593
-71.066339255,42.290406581,44085,Tulip Tree,Liriodendron tulipifera,1,6-12in,7,--,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.06634,42.29041,594
-71.066301704,42.290326223,44086,Tulip Tree,Liriodendron tulipifera,1,6-12in,7,--,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.0663,42.29033,595
-71.066969574,42.290479003,44087,Ginkgo,Ginkgo biloba,1,18-24in,23,--,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.06697,42.29048,596
-71.066999078,42.290546464,44088,"Ash, Green",Fraxinus pennsylvanica,1,>30in,48,--,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.067,42.29055,597
-71.085374803,42.293618937,44089,"Redwood, Dawn",Metasequoia glyptostroboides,1,0-3in,2,Fall 2022,Boston,Dorchester,Harambee Park,-71.08537,42.29362,598
-71.085311771,42.293680442,44090,"Redwood, Dawn",Metasequoia glyptostroboides,1,0-3in,2,Fall 2022,Boston,Dorchester,Harambee Park,-71.08531,42.29368,599
-71.074126457,42.352932588,44091,"Sweetgum, Common",Liquidambar styraciflua,1,12-18in,13,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07413,42.35293,600
-71.074184124,42.353024759,44092,"Pagodatree, Japanese",Styphnolobium japonicum,1,3-6in,4,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07418,42.35302,601
-71.074218993,42.353090171,44093,"Pagodatree, Japanese",Styphnolobium japonicum,1,18-24in,22,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07422,42.35309,602
-71.066923887,42.290395771,44094,Cucumber Tree,Magnolia acuminata,1,0-3in,2,Spring 2023,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.06693,42.2904,603
-71.066277475,42.290272754,44095,"Cherry, Okame",Prunus 'Okame',1,0-3in,2,Spring 2023,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.06628,42.29027,604
-71.066025347,42.290863036,44096,"Cherry, Okame",Prunus 'Okame',1,0-3in,2,Spring 2023,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.06602,42.29086,605
-71.065969021,42.290872957,44097,"Cherry, Okame",Prunus 'Okame',1,0-3in,2,Spring 2023,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.06597,42.29087,606
-71.066627503,42.290166602,44098,"Cherry, Okame",Prunus 'Okame',1,0-3in,2,Spring 2023,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.06663,42.29016,607
-71.066638232,42.290213229,44099,"Cherry, Okame",Prunus 'Okame',1,6-12in,6,--,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.06664,42.29021,608
-71.066701264,42.290242,44100,"Cherry, Okame",Prunus 'Okame',1,6-12in,7,--,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.0667,42.29024,609
-71.066765637,42.290236047,44101,"Cherry, Okame",Prunus 'Okame',1,3-6in,5,--,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.06676,42.29024,610
-71.0667938,42.290187435,44102,"Cherry, Okame",Prunus 'Okame',1,6-12in,6,--,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.0668,42.29019,611
-71.06628418,42.290846171,44103,Goldenrain Tree,Koelreuteria paniculata,1,0-3in,2,Spring 2023,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.06628,42.29085,612
-71.03113657,42.381210964,44150,"Oak, Swamp White",Quercus bicolor,1,0-3in,2,Spring 2023,Boston,East Boston,Prescott Square,-71.03114,42.38121,613
-71.066235901,42.290636845,44104,Goldenrain Tree,Koelreuteria paniculata,1,0-3in,2,Spring 2023,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.06624,42.29064,614
-71.066427679,42.290493986,44105,"Tupelo, Black",Nyssa sylvatica,1,0-3in,2,Spring 2023,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.06643,42.29049,615
-71.066870243,42.290277714,44106,"Oak, Pin",Quercus palustris,1,>30in,34,--,Boston,Dorchester,Loesch Family Park (Cronin Playground),-71.06687,42.29028,616
-71.029719804,42.382669156,44107,"Oak, Pin",Quercus palustris,1,3-6in,3,--,Boston,East Boston,Condor Urban Wild,-71.02972,42.38267,617
-71.029855256,42.382671137,44108,"Oak, Pin",Quercus palustris,1,3-6in,3,--,Boston,East Boston,Condor Urban Wild,-71.02985,42.38267,618
-71.030029599,42.382674109,44109,"Oak, Pin",Quercus palustris,1,3-6in,3,--,Boston,East Boston,Condor Urban Wild,-71.03003,42.38268,619
-71.030169074,42.38267609,44110,"Oak, Pin",Quercus palustris,1,3-6in,3,--,Boston,East Boston,Condor Urban Wild,-71.03017,42.38268,620
-71.030303185,42.382678072,44111,"Oak, Pin",Quercus palustris,1,3-6in,3,--,Boston,East Boston,Condor Urban Wild,-71.0303,42.38268,621
-71.030441318,42.382677081,44112,"Oak, Pin",Quercus palustris,1,3-6in,3,--,Boston,East Boston,Condor Urban Wild,-71.03044,42.38268,622
-71.030583476,42.382680053,44113,"Oak, Pin",Quercus palustris,1,3-6in,3,--,Boston,East Boston,Condor Urban Wild,-71.03059,42.38268,623
-71.030861084,42.382681043,44114,"Oak, Northern Red",Quercus rubra,1,3-6in,3,--,Boston,East Boston,Condor Urban Wild,-71.03086,42.38268,624
-71.030992512,42.382677081,44115,"Oak, Northern Red",Quercus rubra,1,6-12in,8,--,Boston,East Boston,Condor Urban Wild,-71.03099,42.38268,625
-71.033123192,42.380228664,44116,"Maple, Norway",Acer platanoides,1,6-12in,11,--,Boston,East Boston,Putnam Square,-71.03313,42.38023,626
-71.03304809,42.380262346,44117,"Maple, Norway",Acer platanoides,1,6-12in,9,--,Boston,East Boston,Putnam Square,-71.03305,42.38026,627
-71.032923368,42.380299991,44118,"Maple, Norway",Acer platanoides,1,12-18in,15,--,Boston,East Boston,Putnam Square,-71.03292,42.3803,628
-71.032702085,42.380386178,44119,"Maple, Norway",Acer platanoides,1,12-18in,13,--,Boston,East Boston,Putnam Square,-71.0327,42.38039,629
-71.032802668,42.380364384,44120,"Maple, Freeman",Acer x freemanii,1,0-3in,2,--,Boston,East Boston,Putnam Square,-71.03281,42.38036,630
-71.032643077,42.380425804,44121,"Maple, Norway",Acer platanoides,1,6-12in,5,--,Boston,East Boston,Putnam Square,-71.03265,42.38042,631
-71.032753047,42.380450571,44122,"Maple, Norway",Acer platanoides,1,12-18in,12,--,Boston,East Boston,Putnam Square,-71.03275,42.38045,632
-71.03285363,42.380455524,44123,"Maple, Norway",Acer platanoides,1,12-18in,12,--,Boston,East Boston,Putnam Square,-71.03285,42.38046,633
-71.032946166,42.38044958,44124,"Maple, Norway",Acer platanoides,1,6-12in,9,--,Boston,East Boston,Putnam Square,-71.03294,42.38045,634
-71.03304809,42.380451561,44125,"Maple, Norway",Acer platanoides,1,6-12in,9,--,Boston,East Boston,Putnam Square,-71.03305,42.38045,635
-71.033139285,42.380445618,44126,"Maple, Freeman",Acer x freemanii,1,3-6in,3,--,Boston,East Boston,Putnam Square,-71.03314,42.38045,636
-71.03325462,42.380446608,44127,"Maple, Norway",Acer platanoides,1,12-18in,16,--,Boston,East Boston,Putnam Square,-71.03326,42.38045,637
-71.033262667,42.380375281,44128,"Maple, Norway",Acer platanoides,1,12-18in,12,--,Boston,East Boston,Putnam Square,-71.03326,42.38037,638
-71.033206341,42.38029801,44129,"Maple, Norway",Acer platanoides,1,12-18in,12,--,Boston,East Boston,Putnam Square,-71.0332,42.3803,639
-71.010290624,42.386442591,44130,"Oak, Swamp White",Quercus bicolor,1,0-3in,1,Fall 2023,Boston,East Boston,Noyes Park,-71.01029,42.38644,640
-71.01054113,42.386865233,44131,"Cedar, Northern White",Thuja occidentalis,1,0-3in,1,Fall 2023,Boston,East Boston,Noyes Park,-71.01054,42.38686,641
-71.010512336,42.386866448,44132,"Cedar, Northern White",Thuja occidentalis,1,0-3in,1,Fall 2023,Boston,East Boston,Noyes Park,-71.01051,42.38687,642
-71.010479327,42.386780022,44133,"Cedar, Northern White",Thuja occidentalis,1,0-3in,1,Fall 2023,Boston,East Boston,Noyes Park,-71.01048,42.38678,643
-71.009891551,42.387921316,44134,"Redwood, Coast",Sequoia sempervirens,1,0-3in,1,Fall 2023,Boston,East Boston,Noyes Park,-71.0099,42.38792,644
-71.010313897,42.388569016,44135,"Hackberry, Northern",Celtis occidentalis,1,0-3in,2,Fall 2023,Boston,East Boston,Noyes Park,-71.01031,42.38857,645
-71.010254946,42.388568033,44136,"Hackberry, Northern",Celtis occidentalis,1,0-3in,2,Fall 2023,Boston,East Boston,Noyes Park,-71.01025,42.38857,646
-71.01118162,42.388965348,44137,"Maple, Red",Acer rubrum,1,0-3in,2,Fall 2023,Boston,East Boston,Noyes Park,-71.01118,42.38897,647
-71.011234499,42.388947279,44138,"Maple, Red",Acer rubrum,1,0-3in,2,Fall 2023,Boston,East Boston,Noyes Park,-71.01124,42.38895,648
-71.011283431,42.388928443,44139,"Maple, Red",Acer rubrum,1,0-3in,2,Fall 2023,Boston,East Boston,Noyes Park,-71.01128,42.38893,649
-71.011498477,42.388727874,44141,Elm,Ulmus species,1,0-3in,2,Fall 2023,Boston,East Boston,Noyes Park,-71.0115,42.38873,650
-71.011478271,42.388688447,44142,Elm,Ulmus species,1,0-3in,2,Fall 2023,Boston,East Boston,Noyes Park,-71.01147,42.38869,651
-71.030588058,42.381280417,44143,"Maple, Norway",Acer platanoides,1,18-24in,20,--,Boston,East Boston,Prescott Square,-71.03059,42.38128,652
-71.03083348,42.381278328,44144,"Linden, Littleleaf",Tilia cordata,1,12-18in,16,--,Boston,East Boston,Prescott Square,-71.03083,42.38128,653
-71.031014529,42.381278328,44145,"Maple, Norway",Acer platanoides,1,12-18in,12,--,Boston,East Boston,Prescott Square,-71.03101,42.38128,654
-71.031053421,42.381068312,44146,"Pear, Callery 'Bradford'",Pyrus calleryana 'Bradford',1,12-18in,15,--,Boston,East Boston,Prescott Square,-71.03105,42.38107,655
-71.030695347,42.381267431,44147,Tulip Tree,Liriodendron tulipifera,1,0-3in,2,Spring 2023,Boston,East Boston,Prescott Square,-71.03069,42.38127,656
-71.030921993,42.381270403,44148,"Serviceberry, Allegheny",Amelanchier laevis,1,0-3in,2,Spring 2023,Boston,East Boston,Prescott Square,-71.03092,42.38127,657
-71.031104383,42.381274365,44149,"Serviceberry, Allegheny",Amelanchier laevis,1,0-3in,2,Spring 2023,Boston,East Boston,Prescott Square,-71.03111,42.38128,658
-71.031183509,42.381268421,44151,"Spruce, Norway",Picea abies,1,0-3in,1,Spring 2023,Boston,East Boston,Prescott Square,-71.03118,42.38127,659
-71.030875055,42.381071283,44152,"Cherry, Kwanzan",Prunus shrubs,1,0-3in,1,Spring 2021,Boston,East Boston,Prescott Square,-71.03088,42.38107,660
-71.030714122,42.381134685,44153,"Cherry, Kwanzan",Prunus shrubs,1,0-3in,1,Spring 2021,Boston,East Boston,Prescott Square,-71.03072,42.38113,661
-71.030584035,42.381187189,44154,"Cherry, Kwanzan",Prunus shrubs,1,0-3in,1,Spring 2021,Boston,East Boston,Prescott Square,-71.03059,42.38119,662
-71.06715131,42.27530379,44159,"Oak, Pin",Quercus palustris,1,6-12in,10,--,Boston,Dorchester,Dorchester Park,-71.06715,42.2753,663
-71.06678324,42.27502263,44160,"Pine, Austrian",Pinus nigra,1,6-12in,10,--,Boston,Dorchester,Dorchester Park,-71.06678,42.27502,664
-71.066716,42.27503982,44161,"Oak, White",Quercus alba,2,>30in,42,--,Boston,Dorchester,Dorchester Park,-71.06672,42.27504,665
-71.06686621,42.27507986,44162,"Cherry, Black",Prunus serotina,3,>30in,49,--,Boston,Dorchester,Dorchester Park,-71.06686,42.27508,666
-71.06689379,42.27518327,44163,"Dogwood, Kousa",Cornus kousa,1,3-6in,6,--,Boston,Dorchester,Dorchester Park,-71.06689,42.27518,667
-71.06709162,42.2752132,44164,"Hawthorn, Green",Crataegus viridis,1,3-6in,6,--,Boston,Dorchester,Dorchester Park,-71.06709,42.27521,668
-71.06691748,42.27494105,44165,"Oak, White",Quercus alba,1,>30in,45,--,Boston,Dorchester,Dorchester Park,-71.06692,42.27494,669
-71.06689379,42.27495465,44166,"Locust, Black",Robinia pseudoacacia,1,6-12in,7,--,Boston,Dorchester,Dorchester Park,-71.06689,42.27496,670
-71.06678324,42.2750635,44167,"Oak, Northern Red",Quercus rubra,1,>30in,57,--,Boston,Dorchester,Dorchester Park,-71.06678,42.27506,671
-71.06686621,42.27514354,44168,"Oak, Northern Red",Quercus rubra,1,6-12in,11,--,Boston,Dorchester,Dorchester Park,-71.06686,42.27514,672
-71.06704548,42.27496526,44169,"Locust, Black",Robinia pseudoacacia,1,3-6in,6,--,Boston,Dorchester,Dorchester Park,-71.06705,42.27496,673
-71.06715131,42.27510635,44170,"Maple, Red",Acer rubrum,1,12-18in,16,--,Boston,Dorchester,Dorchester Park,-71.06715,42.2751,674
-71.06704548,42.27521025,44171,"Oak, Black",Quercus velutina,1,12-18in,17,--,Boston,Dorchester,Dorchester Park,-71.06705,42.27521,675
-71.066716,42.27501128,44172,"Pine, Austrian",Pinus nigra,1,12-18in,13,--,Boston,Dorchester,Dorchester Park,-71.06672,42.27501,676
-71.06666884,42.27499845,44173,"Oak, Northern Red",Quercus rubra,1,18-24in,19,--,Boston,Dorchester,Dorchester Park,-71.06667,42.275,677
-71.06691748,42.27529384,44174,"Oak, Scarlet",Quercus coccinea,1,12-18in,15,--,Boston,Dorchester,Dorchester Park,-71.06692,42.2753,678
-71.06666884,42.27499884,44175,"Pine, Austrian",Pinus nigra,1,12-18in,13,--,Boston,Dorchester,Dorchester Park,-71.06667,42.275,679
-71.06709162,42.27499336,44176,"Oak, Northern Red",Quercus rubra,1,12-18in,16,--,Boston,Dorchester,Dorchester Park,-71.06709,42.27499,680
-71.074240451,42.352824064,44177,"Sweetgum, Common",Liquidambar styraciflua,1,12-18in,15,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07424,42.35283,681
-71.074273978,42.352898396,44178,"Elm, Princeton",Ulmus americana 'Princeton',1,12-18in,15,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07427,42.3529,682
-71.074316894,42.352990567,44179,"Elm, Princeton",Ulmus americana 'Princeton',1,18-24in,22,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07432,42.35299,683
-71.074342375,42.353053997,44180,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07434,42.35305,684
-71.074339692,42.352799287,44181,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,18-24in,20,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07434,42.3528,685
-71.07437322,42.352867672,44182,"Elm, American",Ulmus americana,1,>30in,40,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07437,42.35287,686
-71.074418817,42.352959402,44183,"Sweetgum, Common",Liquidambar styraciflua,1,18-24in,23,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07442,42.35296,687
-71.074459051,42.353023823,44184,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,18-24in,21,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07446,42.35302,688
-71.074479167,42.352761184,44185,"Oak, Shumard",Quercus shumardii,1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07448,42.35276,689
-71.074523424,42.352849391,44186,"Elm, American",Ulmus americana,1,12-18in,15,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07452,42.35285,690
-71.074562316,42.352926696,44187,"Oak, Shumard",Quercus shumardii,1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07456,42.35293,691
-71.074590479,42.35298517,44188,"Oak, Shumard",Quercus shumardii,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07459,42.35299,692
-71.074618642,42.352720549,44189,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,24-30in,24,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07462,42.35272,693
-71.074646805,42.352809747,44190,"Sweetgum, Common",Liquidambar styraciflua,1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07465,42.35281,694
-71.074687038,42.352891017,44191,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,18-24in,20,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07468,42.35289,695
-71.074728613,42.352949491,44192,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07473,42.35295,696
-71.074731295,42.352688834,44193,"Sweetgum, Common",Liquidambar styraciflua,1,12-18in,15,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07473,42.35269,697
-71.074772869,42.352771095,44194,"Sweetgum, Common",Liquidambar styraciflua,1,18-24in,22,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07478,42.35277,698
-71.074814443,42.352847409,44195,"Elm, American",Ulmus americana,1,>30in,35,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07481,42.35285,699
-71.074850653,42.352915794,44196,"Elm, American",Ulmus americana,1,>30in,45,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07485,42.35292,700
-71.074865405,42.352660093,44197,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,18-24in,23,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07487,42.35266,701
-71.074915026,42.3527483,44198,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,18-24in,23,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07491,42.35275,702
-71.0749566,42.352812721,44199,"Elm, September",Ulmus serotina,1,18-24in,20,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07496,42.35281,703
-71.074994151,42.352873177,44200,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,18-24in,19,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.075,42.35287,704
-71.074986105,42.352641262,44201,"Elm, Siberian",Ulmus pumila,1,18-24in,23,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07499,42.35264,705
-71.075022314,42.352725505,44202,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,24-30in,26,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07502,42.35273,706
-71.075086688,42.352777041,44203,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,18-24in,22,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07509,42.35278,707
-71.075118874,42.35283948,44204,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,13,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07512,42.35284,708
-71.075160448,42.352600627,44205,"Oak, Northern Red",Quercus rubra,1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07516,42.3526,709
-71.07518727,42.352668021,44206,"Sweetgum, Common",Liquidambar styraciflua,1,12-18in,13,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07519,42.35267,710
-71.075212751,42.352734425,44207,"Oak, Northern Red",Quercus rubra,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07521,42.35273,711
-71.075246279,42.352809747,44208,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,18-24in,21,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07525,42.35281,712
-71.075255667,42.352562965,44209,"Oak, Northern Red",Quercus rubra,1,18-24in,18,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07526,42.35256,713
-71.075293218,42.3526482,44210,"Sweetgum, Common",Liquidambar styraciflua,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07529,42.35265,714
-71.075330769,42.352708656,44211,Oak,Quercus species,1,12-18in,12,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07533,42.35271,715
-71.075365637,42.352777041,44212,"Oak, Northern Red",Quercus rubra,1,18-24in,18,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07536,42.35278,716
-71.075384413,42.352522331,44213,"Oak, Pin",Quercus palustris,1,18-24in,18,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07539,42.35252,717
-71.075420623,42.352609547,44214,"Oak, Northern Red",Quercus rubra,1,12-18in,14,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07542,42.35261,718
-71.075448786,42.352687843,44215,"Sweetgum, Common",Liquidambar styraciflua,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07545,42.35269,719
-71.075479631,42.352745327,44216,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,24-30in,24,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07548,42.35275,720
-71.075515841,42.35248566,44217,"Oak, Northern Red",Quercus rubra,1,6-12in,7,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07552,42.35249,721
-71.075557415,42.352565939,44218,"Oak, Northern Red",Quercus rubra,1,6-12in,9,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07555,42.35257,722
-71.075596307,42.352649191,44219,"Elm, Siberian",Ulmus pumila,1,>30in,32,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0756,42.35265,723
-71.075626817,42.352710667,44220,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,14,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07563,42.35271,724
-71.075634864,42.352454965,44221,"Oak, Northern Red",Quercus rubra,1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.07564,42.35246,725
