,SPACEID,Name,Avg. Lat,Avg. Long,num_objs,obj1_id,obj2_id,obj3_id,obj4_id,obj5_id,obj6_id,obj7_id,obj8_id,obj9_id,obj10_id,obj1_dist,obj2_dist,obj3_dist,obj4_dist,obj5_dist,obj6_dist,obj7_dist,obj8_dist,obj9_dist,obj10_dist,Weighted Roundtrip Ratio,Daily Roundtrips
402,403,Shubow Park II,42.34009856000006,-71.15189801449998,2,D32033,B32035,D32054,D32028,D32029,D32034,D32031,A32017,A32001,D32001,0.0039192112953114,0.4834788239892791,0.8635291594496839,0.9482483087989944,1.1838883901095756,1.2972041571193604,1.6614764292743596,1.8301130833953032,1.8509835204690173,1.915354693082305,0.12041884816753926,2.2875226039783
403,404,St Augustine Burying Ground,42.33434186550005,-71.04963644499995,3,C32016,C32052,C32029,C32017,C32024,C32053,C32091,C32009,C32028,C32035,0.3069799634852663,0.4213984126202106,0.4942252959149213,0.8593553405200955,1.0604136462371538,1.1297362211891608,1.1371469334317568,1.192638309275995,1.2178342789005927,1.4156600202299616,0.04358600939886424,4.293550331525009
404,405,Central Square,42.374902657000064,-71.03945179249996,2,A32041,A32036,A32032,A32049,A32031,A32033,A32030,D32023,A32044,A32057,0.0180094229716444,0.1760793771761644,0.5341708238358688,0.534208821263496,0.5466936333206341,0.5633904099725825,0.6240280390193477,0.8401809904767682,0.8977055707863568,0.977489610630812,0.08818092856366204,0.9776974080771547
405,406,Rossmore/Stedman Park,42.30471612600007,-71.10665292399997,1,D32040,E32005,E32010,D32052,E32001,C32102,C32089,C32027,D32041,E32004,0.2076467256203475,0.639733053454948,0.7411848600848134,0.7504475927334088,0.8628394834230443,1.203360907672517,1.218477344782975,1.302783328352418,1.3587323409076253,1.3721999183028468,0.0577391513547649,0.5786618444846284
406,407,Brewer-Burroughs Tot Lot,42.31169224850004,-71.11556578199995,1,E32001,D32052,E32005,D32040,D32041,E32010,E32003,E32004,C32102,C32089,0.2709288417410882,0.6053070037001692,0.6717746047114757,0.8462083511319133,1.0728311359079217,1.1784913961618044,1.1908778337128982,1.446978334006764,1.5865812840118687,1.7139529859939129,0.0669585115908864,0.8113321277878229
407,408,The Fenway I,42.34224750800004,-71.09659252599997,10,B32006,B32021,B32015,Z32997,B32062,B32033,B32018,B32003,B32005,B32020,0.0,0.1216926915167571,0.1521197674299978,0.1788049893342044,0.2035178390041399,0.224826528481909,0.3290412052562894,0.3356011578669506,0.3908478132914785,0.4106676128536941,0.03210366177095549,15.413502109704618
408,409,Public Ground,42.349331179000046,-71.14987693049994,2,D32028,D32054,D32034,D32029,D32001,D32033,A32045,A32001,D32031,A32017,0.0448375542067542,0.4465899818734422,0.8122117863412286,0.8507749831160154,0.9176227789423228,1.0110882473818703,1.0441777554365663,1.1181160914296198,1.3649372669445543,1.4003553699864266,0.04055398682264348,0.9089813140446038
409,410,Tebroc Street Playlot,42.30371139700006,-71.07027379799996,0,B32031,C32111,B32029,C32037,C32041,B32028,C32030,E32009,C32108,C32110,0.6165650291056869,0.6465977683012868,0.6705921337953943,0.7335125693528716,0.8960718541085334,0.9811914433685274,1.2322523838318655,1.2406043222263252,1.3092684636985388,1.409148153528602,0.0,0.0
410,411,Aquarium Harborwalk I,42.35901179600006,-71.04951044199998,5,B32004,D32008,A32013,D32057,A32026,D32006,B32008,D32009,D32010,C32036,0.1272111033887338,0.1491711353526816,0.155848811586075,0.4139707254232745,0.4832926523503367,0.5068155261557377,0.5767630241686426,0.5824382453312933,0.5992337940170887,0.6116026433752721,0.038302820130419836,7.3767329716696715
411,412,Hanlon Square,42.33419794050005,-71.10525153499998,6,B32036,B32013,B32063,B32003,A32056,A32004,B32033,B32006,B32021,E32007,0.0645309441746549,0.1011024467686747,0.3381511402686051,0.3977664335258847,0.4662809470850331,0.4880157616302051,0.5822729368322943,0.7497557303085018,0.8235536315714111,0.8519552830100431,0.014594716177471233,3.089813140446039
412,413,Essex Square,42.37938224900003,-71.06999335899997,3,A32022,D32036,D32060,A32023,D32020,D32053,D32038,D32037,D32021,D32039,0.1153752107176466,0.1645482572635405,0.2562923598525011,0.5849058212417793,0.6021085310238266,0.6987867022072474,0.7037977205391759,0.7799851277613193,1.148429406396366,1.3719622361195178,0.036575640666422375,1.0229053646775161
413,414,Mt. Pleasant Play Area,42.32710297850005,-71.07914381499998,2,C32015,B32017,B32026,C32005,B32055,D32059,C32022,B32064,B32022,B32023,0.3465619728949637,0.4627207731259856,0.6278251126923109,0.8639003142073067,0.918544598232577,0.9499009425576288,1.0181214150863167,1.0245642013183394,1.0330795462057802,1.1472157485394494,0.033455076698319874,0.41410488245931204
414,415,Joslin Park,42.33838184500007,-71.10871981649996,3,A32004,A32056,B32003,B32013,B32036,B32006,B32015,B32063,B32033,B32021,0.1522599430254013,0.2149599624957013,0.4524237164468784,0.5217369675718885,0.5632187662579993,0.6642454663479408,0.7805792568764367,0.7922121634299876,0.7934078590815768,0.9895510515613148,0.012206553306939484,1.597347799879438
415,416,Portsmouth Street Playground,42.35950336600007,-71.14545008549996,2,D32001,A32045,A32005,A32001,D32028,D32034,A32040,D32054,A32019,A32017,0.1895476070376215,0.3465962669756033,0.5915566345322905,0.8537476856871434,1.1618389998693577,1.2281019829983728,1.3108472602622112,1.3482173197087064,1.427926272075977,1.444032376376268,0.052924871513541555,1.104882459312838
416,417,Heath Square,42.32631653400006,-71.10037201349996,2,E32012,E32006,C32001,B32063,E32011,E32007,B32036,B32055,B32023,E32003,0.2605203310848507,0.3652589526732441,0.6785866210446639,0.7669805832624823,0.8331761233417027,0.8674173483288573,0.8985115434323622,0.9002513551195174,0.9149047763066764,0.9188993176523272,0.03927896725440801,1.2031344183242905
417,418,Emmel Square,42.28739211800004,-71.13200697649995,3,C32046,C32047,C32059,C32048,C32079,C32089,C32085,C32105,E32010,C32086,0.3301840229808316,0.3451457817832711,0.398499511833893,1.0575682644182491,1.5655843012015551,1.624279552167269,1.7643599284153215,1.8389449415759385,2.089377341431489,2.1397168216447278,0.1303570610074712,0.8571428571428568
418,419,Tremlett Square,42.29535478050008,-71.06778066299995,1,E32009,C32066,C32038,C32041,C32110,C32055,C32062,C32111,C32037,B32031,0.3060726287184498,0.565295202357514,0.6144341212675625,0.7100135071424974,0.8616250339944095,0.90249076896183,1.1104109619356182,1.2022520027358288,1.337441732260606,1.383521983460953,0.1143005585140927,0.265220012055455
419,420,Bonito Square,42.38959410050006,-70.99905936199997,0,A32035,A32039,A32028,A32051,A32032,A32041,A32049,A32044,A32050,A32036,0.6517957720538686,1.0629452919057043,1.5570320092424184,2.617541877323429,3.257957861212171,3.652795205639463,3.667493735345011,3.7152805501216166,3.730179571148023,3.893609244601584,0.0,0.0
420,421,Richardson Park,42.31961329900005,-71.06008987599998,1,C32064,C32013,C32022,C32033,C32090,B32031,C32015,C32052,B32029,C32108,0.496987923926387,0.6887414821082796,0.8768771438736784,1.078076666106664,1.1629624483800356,1.3338389826470838,1.3462481263591457,1.381216988182433,1.5150502689767669,1.788522988526807,0.0907518450184501,0.4743821579264613
421,422,Roberts Playground,42.28563251100008,-71.07328670199996,2,C32055,C32038,C32062,C32110,C32103,E32009,C32066,C23109,C32092,C32043,0.1461480629673415,0.4351791097666322,0.5876030550508935,0.7066786136760663,0.8021744421424395,0.9047370195309404,0.9918601040612416,1.114638578350704,1.292828852616015,1.3465132518499414,0.11829875129095856,0.37974683544303783
422,423,Willow Pond Meadow,42.32456048800003,-71.11564581549996,2,E32007,E32003,E32012,D32041,E32006,A32056,B32036,B32013,B32063,E32005,0.4424056740740928,0.4812909803447365,1.0563353206855808,1.1527895405293254,1.2166813251234192,1.2912592010234554,1.300009419304706,1.3782285903018083,1.4557556323390133,1.5645341285534349,0.03966122361548215,1.4508740204942712
423,424,Olmsted Park,42.32598043050007,-71.11573419349995,2,E32007,E32003,A32056,B32036,B32013,E32012,B32063,A32004,E32006,D32041,0.1118009857746586,0.4834817720531011,0.697399436522041,0.7907907056363628,0.8583792451096774,0.9209853916554404,0.9909350837802778,1.0359260077168098,1.0990430248406884,1.119135196350983,0.03966122361548215,1.4508740204942712
424,425,Frieda Garcia Park,42.34818911700003,-71.07345891449998,9,D32049,C32003,D32013,D32005,C32000,C32077,D32045,D32007,D32046,C32007,0.1534109282863489,0.2246644763965874,0.314519424936954,0.3527052996617457,0.4195874241077114,0.4303007566432487,0.4529763631650492,0.4758960110181779,0.4900583166163459,0.5897956402145618,0.03091673978388437,13.965039180229036
425,426,Raymond V. Mellone Park II,42.360280689000064,-71.12780669499995,3,A32040,A32019,A32011,A32005,A32052,A32006,A32012,A32001,A32002,D32035,0.0340831835884653,0.4214309429617998,0.4294839678997095,0.7964831705241241,0.86714192007341,0.8706207580667205,0.906195240393742,1.0654386726738376,1.161316111752714,1.1641830922510508,0.03728046219762341,3.70283303194695
426,427,Rena Park,42.360853733000056,-71.12766306599997,3,A32040,A32011,A32019,A32005,A32006,A32052,A32012,A32001,A32045,D32035,0.0,0.3020470052467496,0.3618170847990329,0.7335987789325465,0.7534016017776548,0.7553204330960175,0.9669089534382632,1.0539935865140395,1.1436473532990674,1.1973715864904242,0.03728046219762341,3.70283303194695
427,428,Stony Brook Reservation III,42.26578851900007,-71.13402018499994,1,C32104,E32013,C32106,E32014,C32059,C32046,C32086,C32047,C32085,C32079,0.4744789011968148,0.568518042589391,1.0184826515657392,1.163117456925877,1.4276126142140464,1.6920178761623004,1.7436845899815523,1.7835689531678445,1.7852763516003272,1.847643396915692,0.3080213903743315,0.08679927667269438
428,429,George Wright Golf Course,42.26768137900004,-71.13299889049998,0,E32013,C32104,C32106,E32014,C32059,C32079,C32046,C32047,C32086,C32085,0.6242078919625108,0.6488955335875776,0.7963523277704098,1.064599426738425,1.347312750807013,1.348819872700968,1.3869290600992783,1.479306006531672,2.081780295823511,2.1056737322252626,0.0,0.0
429,430,DeForest Urban Wild,42.268025324000064,-71.13039054499998,0,C32106,E32014,E32013,C32104,C32079,C32046,C32059,C32047,C32105,Z32999,0.8725786992369059,1.2990847280895557,1.326966684404997,1.388517658015496,1.602774790209648,1.9695493280723555,2.0248756934185974,2.058123058336422,2.5699788271694994,2.680903762683121,0.0,0.0
430,431,ICA Pier Walk,42.35288082000005,-71.04304822699996,6,A32000,B32007,C32034,C32107,C32036,B32014,D32018,C32032,D32008,A32026,0.1090993801512011,0.162071800943938,0.2254093748686348,0.2959951288961422,0.3868105952740382,0.4275429733788166,0.5673185799888537,0.6589096517008246,0.7610470472760661,0.8232970066896268,0.03135479258515321,7.21699819168172
431,432,Fan Pier Harborwalk,42.35400878750008,-71.04445306849996,7,A32000,B32007,C32034,C32036,C32107,B32014,D32008,D32018,A32026,A32013,0.0,0.1722866267950721,0.2136884189998773,0.2754238809106931,0.3128590298550273,0.4744105876448435,0.4892909033325142,0.5893945214097319,0.6343720120717776,0.6502229859272635,0.03158226204747718,8.6148282097649
432,433,McLaughlin Playground,42.32835227200008,-71.10304816749996,4,E32012,E32007,E32006,B32063,B32036,C32001,B32013,E32003,B32055,B32059,0.3697666627729212,0.4083248800103443,0.4852104607815646,0.4959162666477999,0.5014857569592925,0.5281345949810806,0.5803585675427082,0.7739654665080701,0.8330028276961384,0.8364967194555322,0.03438840063935107,2.0036166365280255
433,434,Parker Hilltop,42.32901045550005,-71.10494816149998,2,E32007,B32036,B32063,E32012,B32013,E32006,C32001,E32003,A32056,B32003,0.45513627835585,0.4836395767020303,0.5023375304434343,0.5267605525955393,0.5650456046721409,0.720250055176412,0.7832875770157003,0.8360314587514248,0.8858765758083367,0.8871328946925339,0.028114410855121945,1.1452682338758264
434,435,LoPresti Park,42.37004387950006,-71.04373424299996,5,A32033,A32030,A32031,A32036,A32057,A32049,A32041,A32044,D32006,D32023,0.0026552930942965,0.2597688878008164,0.2601037304373183,0.3813346567343913,0.4655755783940451,0.5757244735379801,0.6625497894985041,0.7954429186679354,0.8348654416723058,0.8923002633134759,0.1546703983207556,4.663652802893307
435,436,Raymond V. Mellone Park I,42.360778058500046,-71.12731123149996,3,A32040,A32011,A32019,A32052,A32006,A32005,A32012,A32001,A32002,D32035,0.0719756016868144,0.347503489672297,0.3770501660322513,0.7936372957810454,0.7964607411140153,0.8203856846880964,0.9362062881588108,1.1266991590017708,1.1662892243010128,1.2231070169611238,0.03728046219762341,3.70283303194695
436,437,General Edward O. Gourdin African-American Veterans Memorial Park,42.32891998600007,-71.08569869149997,2,B32017,B32055,B32026,B32064,B32059,C32001,B32002,C32005,D32059,B32023,0.1606923418491025,0.3498037214447541,0.5499919869171229,0.5744538433844345,0.6601336232235259,0.7955583565461378,0.8006409046807335,0.8578504546748212,0.8608366428752705,0.9083000565656142,0.022045012686591696,0.40325497287522494
437,438,Elliot Norton Park,42.34919250750005,-71.06596056299995,10,D32048,D32011,D32042,D32043,C32025,D32019,C32057,D32007,C32000,D32049,0.0252543058748813,0.1673844642970983,0.2732541354059525,0.2808005810912996,0.3792079593737661,0.404527211067165,0.4221795930702699,0.4315000940454315,0.4847063476202755,0.4949917225785843,0.03391021230825874,12.65641952983723
438,439,Bay Village Neighborhood Park,42.34951692800004,-71.06680458799997,8,D32048,D32011,D32042,D32043,D32007,D32049,D32019,C32025,C32000,C32057,0.130619723921583,0.1694309505053919,0.2582540789155166,0.3752746980471382,0.4003889674456697,0.4503532442777546,0.4515004362749923,0.4838284984409531,0.5033895557919714,0.5199304842869581,0.036465641072683144,10.543098251958998
439,440,Beauford Play Area,42.31588729000006,-71.07569784449996,0,B32022,B32029,B32028,C32015,B32031,C32037,B32027,C32022,B32023,C32111,0.5798342528923363,0.7154873344595665,0.971339989439958,1.0314781413824294,1.2222373037222365,1.3254407750710435,1.32566760439284,1.3926738632160307,1.40497987482915,1.407097057546385,0.0,0.0
440,441,Children's Park,42.31063003950007,-71.07816011749998,2,B32028,B32029,C32037,C32111,B32022,C32030,B32031,C32027,B32027,C32102,0.3638183466000203,0.4202319672004712,0.7068682058450233,0.7997045823998875,0.8489058569245995,0.9756005403495625,1.0893004632366456,1.1334612295059772,1.305186673982882,1.468018672278428,0.09744812114413903,0.4189270644966845
441,442,Winthrop Playground,42.31750587150006,-71.07598495099995,1,B32022,C32015,B32029,B32028,C32022,B32027,B32023,B32031,C32037,B32017,0.4923068632249701,0.81673876291744,0.8600408623542692,1.0841443232138777,1.2211044612222604,1.2694928499902502,1.302540999688085,1.345438317326325,1.458950656129144,1.460860638000971,0.0469651031448784,0.23809523809523797
442,443,Denton Square,42.31356190450006,-71.07244620549997,1,B32029,B32031,B32028,B32022,C32037,C32111,C32015,C32022,C32030,C32033,0.438102187594191,0.8625914654619967,0.9321414954941448,0.9350703468209168,1.1861451067948037,1.2406660849348523,1.3191290939459936,1.516639193677736,1.5373686657420014,1.5496914682685048,0.0960321136328547,0.187462326702833
443,444,Ceylon Park,42.31030520650006,-71.07394872549997,1,B32029,B32028,C32037,B32031,C32111,B32022,C32030,C32027,C32041,C32033,0.0464993768239914,0.5218997540966519,0.7084591321125384,0.709707790663436,0.7561560684579363,1.0190584483393397,1.0920916102064722,1.4117100014224218,1.5279330498421428,1.557896487289534,0.0960321136328547,0.187462326702833
444,445,Hannon Playground,42.31951535250005,-71.07152251899998,0,C32015,C32022,B32022,B32029,B32031,C32064,B32028,B32017,B32023,C32013,0.6706203827209332,0.8259115024443553,0.8559956182837423,1.0483478215896616,1.336810418895935,1.4230479526482058,1.456383065731461,1.4954060411308725,1.5811575441668793,1.6179840363282405,0.0,0.0
445,446,Portal Park,42.366238243000055,-71.06037335249997,3,A32053,A32025,D32022,D32010,D32021,D32000,D32009,B32032,D32057,D32006,0.1709425196723778,0.2938253954581916,0.3069403824247951,0.5032598534237661,0.5967080926073761,0.6535624859482809,0.6679758359003626,0.6885578275992681,0.7318565401421966,0.7973988566944824,0.021552182194210765,3.1784207353827574
446,447,Healy Playground,42.288299049000045,-71.12366385799996,3,C32047,C32046,C32048,C32059,C32089,C32105,C32079,E32010,D32052,C32106,0.2429808630545513,0.3311799265212211,0.4445416803792069,0.9453085389894628,0.9480101355358526,1.031860999561133,1.0811783757703517,1.4957206861490135,1.995603143670525,2.1568904998490943,0.17291298053723658,1.2959614225437008
447,448,Menino Park,42.37783059750007,-71.04836549099997,1,D32023,D32039,A32036,A32041,A32033,D32037,A32031,A32030,D32021,A32049,0.0193505699661432,0.6574262100524161,0.7031624036578166,0.7352942464238503,0.7707342642768289,0.9924073608324292,1.091373967361449,1.1349984113968925,1.1678319145622873,1.2436689461695214,0.0333705810646078,1.1880650994575017
448,449,Spectacle Island I,42.32386708550004,-70.98708089049995,0,C32051,C32023,C32020,C32021,C32017,C32014,C32091,C32032,C32090,C32016,2.845365255780107,2.854551369636834,3.640753652402044,3.846303211766642,4.0133312261772325,4.021060940094726,4.308913484547536,4.460828587645233,4.514064820998244,4.617046700258042,0.0,0.0
449,450,Spectacle Island II,42.32164580400004,-70.98558122799994,0,C32051,C32023,C32020,C32014,C32021,C32017,C32090,C32091,C32032,C32016,3.249569774171613,3.2911229013647616,4.119167655846159,4.126254958451365,4.317708440147198,4.410965224921863,4.72728209153272,4.745687577875378,4.934410787788056,5.003596515337973,0.0,0.0
450,451,Cook Street Play Area,42.38090856000008,-71.06406163199995,2,D32037,A32022,D32036,D32020,D32038,D32060,A32023,D32053,D32021,D32039,0.2746501934076653,0.4175294805598123,0.5229183671715598,0.5767515337771536,0.6543333626764141,0.7284589062842743,0.8547543987411467,0.9770854037480224,1.0346132628034683,1.0513820798838842,0.04724666775601668,1.2200120554550924
451,452,Spaulding Rehabilitation Plaza,42.37945412750005,-71.05051027449994,1,D32023,D32039,D32037,A32041,A32036,A32033,D32021,D32038,D32020,A32031,0.1597902460080808,0.672490620742447,0.8014739213720228,1.0088608205990637,1.0174955273348052,1.0749284705602031,1.143870159404666,1.1787091232165396,1.2056911000784252,1.4086802076454925,0.0333705810646078,1.1880650994575017
452,453,Navy Yard Grounds,42.37424504100005,-71.05642035599996,2,D32039,D32021,D32038,D32020,D32023,D32037,A32023,A32033,A32053,D32022,0.0185734489602589,0.2998078408716468,0.5022539672636107,0.5849233559487272,0.6203053206783253,0.7026229112222602,0.9217908157457728,0.969780533060722,0.9750460075437092,1.0292517217340642,0.047853092767285686,4.583484026521999
453,454,Christopher Columbus Park,42.361321447500046,-71.05159810549995,8,B32004,D32006,D32057,A32013,D32010,D32008,D32009,B32008,B32032,A32026,0.0231797753060498,0.1681981716544127,0.2294844002946793,0.2372930842690649,0.349530315014372,0.36298453674082,0.4191987194003619,0.4756179291762235,0.6147351907864348,0.6331033341831276,0.03975118549099467,16.20735382760698
454,455,Long Wharf,42.36000017150005,-71.04921483899997,6,B32004,A32013,D32008,D32006,D32057,D32010,A32026,D32009,B32008,C32036,0.0090634199241203,0.1625162839728371,0.2280203852986387,0.348159182875545,0.3706786075263492,0.4978519587251551,0.5414204176361042,0.5565987635249541,0.5654242859534042,0.7015458689801359,0.0426378205873012,13.271850512356835
455,456,Peter Looney Park,42.37427615350006,-71.06582160699995,4,D32038,D32020,A32023,D32021,A32022,D32037,D32036,D32060,D32039,D32022,0.1386528847423325,0.14368917517978,0.220072450311816,0.4757224363633936,0.5269438594972661,0.7751222928982405,0.7856914916367945,0.8215076596277379,0.8553600267909782,0.9017230395103648,0.03604165833233317,4.072935503315246
456,457,Charlestown Naval Shipyard Park I,42.37309625650005,-71.05285864899997,2,D32039,D32023,D32021,A32033,D32038,D32020,D32037,A32036,D32006,A32030,0.0,0.4463193248425295,0.5033943295289726,0.5250481923656519,0.7143722474871064,0.7880622654963919,0.8032295433258428,0.8062213375445936,0.8174639320187241,0.9273945068518306,0.03919272765184471,2.9457504520795625
457,458,Constitution Beach,42.38323867100004,-71.00961980899996,3,A32039,A32035,A32028,A32051,A32032,A32049,A32044,A32041,A32050,A32036,0.0392419919179673,0.1179259549120441,0.255058185281046,1.1749971271415591,1.7484010433152686,2.139798990557896,2.178753681890403,2.190562358615048,2.227827493973577,2.409003471519495,0.3043288552072569,3.993972272453285
458,459,Massport Harborwalk,42.36166025150004,-71.02710264099994,1,A32050,A32044,A32049,A32057,A32030,A32032,A32031,C32032,A32036,A32000,0.1064963068229231,0.5313440070127498,0.8695677249440328,1.009075134189066,1.055928193997803,1.0630077499582054,1.064587215263788,1.3577281389721374,1.4066944896382052,1.446955263203002,0.2333584054155697,0.7480409885473175
459,460,Nira Rock,42.32539883950005,-71.10972334899998,2,E32007,E32003,E32012,E32006,D32041,B32036,B32013,B32063,A32056,E32011,0.2094095264479202,0.3442300242232198,0.6024325522975214,0.7825115562960699,0.9733547602017554,0.9854364219750628,1.0699082745950452,1.072070953567806,1.1852365451353486,1.235575864143758,0.03966122361548215,1.4508740204942712
460,461,Jefferson Playground,42.32618096900004,-71.10861569399995,2,E32007,E32003,E32012,E32006,B32036,B32063,B32013,D32041,A32056,C32001,0.1915481826486853,0.4451282777929454,0.5127965981699485,0.7021802750249296,0.8619218590556539,0.9342134511805366,0.9465186356792986,0.9939497274104814,1.090351131725394,1.1551922669557964,0.03966122361548215,1.4508740204942712
461,462,Arborway I,42.30744478350008,-71.11490624949997,3,E32010,D32052,E32001,D32040,C32089,E32005,C32048,E32003,D32041,C32099,0.0423962189380419,0.2829601588849352,0.3542794826160573,0.5486325641503674,0.5528927455085842,0.9974550832273892,1.0455539031815977,1.2131014100580286,1.326123349566012,1.330842375368796,0.09179750499088993,3.1735985533453865
462,463,Amory Street Park,42.31961303300005,-71.09986459299995,4,E32011,E32006,E32004,D32041,E32012,B32027,B32023,E32003,C32102,E32005,0.2718167721511315,0.3596411764746488,0.4348948030536676,0.4597158647234489,0.527748828651625,0.7042044421413143,0.7177038572551419,0.8398573368860585,0.8412137105903215,1.1649333321937358,0.04737603607039104,2.5461121157323654
463,464,Puopolo Playground,42.36846590500005,-71.05440027899996,0,A32053,D32006,D32021,D32039,D32010,A32025,A32033,D32022,D32057,B32004,0.5060861258146154,0.5083957231365097,0.5290048772688883,0.5597796799154001,0.5857522976822692,0.780330000302406,0.7857818705432977,0.7868858165322589,0.800437362905606,0.8713756677750224,0.0,0.0
464,465,Stony Brook Reservation II,42.26289563800003,-71.14552525049996,0,C32104,E32013,C32087,C32086,C32059,C32085,C32106,C32046,C32047,E32014,1.362538124183846,1.492039412372923,1.5560158400563675,1.5840470271473264,1.619145844959155,1.7135676304850171,1.899526835260332,1.9613668868038885,2.051364075651948,2.211083541770974,0.0,0.0
465,466,A Street Park,42.343760348000046,-71.05286863949996,4,C32024,C32009,C32053,C32029,C32028,D32018,C32035,C32025,C32057,A32010,0.0014036859877843,0.3268527254707365,0.3749430051932412,0.4846388385404753,0.6821939461998936,0.7043817873222936,0.7219782574758807,0.8449148929806237,0.8752147257305454,0.910419678738048,0.03141317838671595,3.424954792043392
466,467,Fort Point Channel Harborwalk,42.34791053900005,-71.05400301249998,6,C32009,C32024,C32053,A32010,C32036,C32034,C32035,A32026,A32042,C32025,0.1889414504839103,0.2559456792538169,0.311388134185674,0.3969349654895134,0.4312600580195392,0.4997402169698247,0.5132197093641783,0.5145877101401509,0.5147606500721377,0.5461613154722755,0.021888952585792,6.3062085593731
467,468,Franklin Park,42.30319863200003,-71.09630711199998,9,C32027,C32099,C32102,C32030,E32004,C32043,D32040,C32094,B32027,C32037,0.0,0.0,0.0,0.1793572791843238,0.3956873247723071,0.3963309822973153,0.4175886972015409,0.4797383647128002,0.4852424802330122,0.5950856569676575,0.13055174651691032,3.758890898131402
468,469,Charlesgate I,42.34957712050005,-71.09223290599994,3,B32010,B32037,B32018,B32034,B32058,D32032,B32005,B32020,C32008,B32060,0.3352370750134191,0.3555958891450865,0.3920468964971983,0.5191139072832884,0.6009881473079881,0.6259650151572523,0.6756407543674136,0.687589922963394,0.7499786893768476,0.900610653973793,0.033987987218334105,7.433996383363458
469,470,Adams Park,42.28646210750006,-71.12833513649997,2,C32046,C32047,C32059,C32048,C32079,C32089,C32105,E32010,C32085,C32106,0.0153103722452153,0.0301102376565387,0.6577011947486464,0.8534450741381351,1.2656067053139832,1.4206803580582974,1.5046417565722714,1.929303700982955,2.036803425693668,2.143886073554845,0.10911042213212492,0.551537070524412
470,471,Arnold Arboretum,42.29943108250004,-71.12336731599996,7,C32048,E32010,D32052,C32047,C32089,E32001,C32046,D32040,C32059,E32005,0.2153191886400632,0.218428073962877,0.329975719094719,0.3678145556501982,0.3678290061072494,0.4020121287198114,0.4601805202822788,0.854870976349998,0.8921908726528579,1.0841534012642904,0.10570039770216522,4.685955394816152
471,472,Hunt Playground,42.274029461000055,-71.09703403099996,3,C32044,Z32999,C32050,C32045,C32092,C32103,C32094,C32105,C32079,E32014,0.0909151473845916,0.2385625605913796,0.3087435478699614,0.5503865956662893,1.233508672815163,1.2745893619072006,1.4509147341586957,1.4818495836023822,1.5518299236139872,1.631698946904023,0.26533907427341225,0.297166968053044
472,473,Pope John Paul II Park I,42.28140742400004,-71.04667521899998,1,C32040,C23109,C32062,C32066,C32055,E32009,C32038,C32103,C32041,C32108,0.4551277074821808,0.5170060332673,1.1253702182279997,1.589410112125699,1.6942004562960482,1.8334817710096836,1.9403861424112403,2.165965371718196,2.235330010028243,2.2995512819809325,0.4158212698050837,1.0994575045207955
473,474,Port Norfolk Park,42.28816107100005,-71.03863721399995,0,C32040,C23109,C32066,C32108,C32062,C32041,E32009,C32014,C32033,C32055,1.318284051627681,1.8884097439318528,1.895323323509588,1.9320895823214603,2.018221778625222,2.047723499289825,2.1746728035068705,2.4418478519771782,2.556822534283108,2.57478216927472,0.0,0.0
474,475,Pope John Paul II Park II,42.28570117000004,-71.03910144749995,0,C32040,C23109,C32062,C32066,E32009,C32108,C32041,C32055,C32038,C32014,1.2652725437843606,1.810191373944477,2.021184197016284,2.0224577498239102,2.315015677728985,2.332687012277271,2.345295068005646,2.6060374100144506,2.711931702686749,2.899549332874829,0.0,0.0
475,476,Neponset River Reservation I,42.25296909600005,-71.09299220999995,6,C32045,C32104,Z32999,E32013,C23109,E32014,C32040,C32044,C32050,C32103,0.0942540470343189,0.4145978081417136,0.4156309447248145,0.4528770453177814,0.4567095108149749,0.4677168047211151,0.5509350562795333,0.6049235075282581,0.8652009183562646,0.9028163154045472,0.43784437575594676,0.9819168173598554
476,477,West Link Park,42.322386736000055,-71.04491273949995,2,C32090,C32013,C32064,C32052,C32014,C32016,C32033,C32017,C32022,C32029,0.3104197230943322,0.4872013911068595,0.6519148431136785,0.864464963716149,1.2109844970275074,1.4096230752507606,1.4546635448325127,1.4948805826783385,1.693573383327902,1.8181962829506448,0.16697821134412053,3.4460518384569006
477,478,Carson Beach,42.32642110100008,-71.04115153849995,3,C32052,C32013,C32090,C32064,C32017,C32016,C32051,C32023,C32029,C32091,0.3428267249815427,0.3813714749018269,0.463161513735302,0.5194795563454869,0.6371260635217325,0.6733042436173078,0.8130614833791922,1.0972662257663377,1.1607363702810995,1.2924097030724022,0.1422809693272326,5.060880048221819
478,479,Commercial Point,42.30190246800004,-71.04800656649996,0,C32108,C32033,C32041,C32014,B32031,C32066,E32009,C32090,C32013,C32064,0.5257173821324018,0.962812917345442,1.0244214802282343,1.3637071319997351,1.5186754621439065,1.543839015660276,1.6824749555307017,1.749241206071387,1.9223328083445743,1.9662872336445307,0.0,0.0
479,480,Charles River Reservation,42.36203053450007,-71.11907491949995,10,A32006,D32017,A32052,A32003,D32016,D32032,B32037,B32060,B32010,D32001,0.0,0.0,0.0204224083695531,0.1168122544075416,0.1188307596807598,0.1461087707963624,0.1495269958567692,0.159099486343205,0.2069374927748282,0.2342617750745892,0.0503746581234434,27.938517179023478
