OBJECTID,OS_ID,PARK_ID,Name,Avg. Lat,Avg. Long,Station 1,Station 1 Dist,Station 2,Station 2 Dist,Station 3,Station 3 Dist,Station 4,Station 4 Dist,Station 5,Station 5 Dist
77,99,099,Edgerly Road Playground,42.34627961850006,-71.08795845399996,B32018,0.158187638772316,B32005,0.3394689119950996,C32008,0.5391922583758598,C32007,0.6021681377417105,C32063,0.66489745212924
78,63,063,Commonwealth Avenue Mall II,42.34900156300006,-71.09391703849997,B32010,0.2568741330425795,B32037,0.2785710254561184,B32058,0.5469634152784584,D32032,0.5514084335137367,B32034,0.5589610172746251
79,7015,,Stony Brook Sewer Easement,42.34111655150005,-71.09159709999997,B32062,0.23073493200819722,Z32997,0.3036553585993254,B32021,0.5496863721605844,B32005,0.553648553978718,B32034,0.613919121286591
80,3007,,Gallops Island,42.326805697000054,-70.93796322199998,C32023,7.150244616427511,C32051,7.206873911670124,C32020,7.738388943587397,C32021,7.972620059258127,C32014,8.282410662816423
81,3008,,Lovells Island,42.33003024850004,-70.92771892499994,C32023,7.945738486133004,C32051,8.02243201189979,C32020,8.479859641214146,C32021,8.717844302824911,A32035,9.024101211528828
82,3009,,Georges Island,42.31996587100005,-70.92833319199997,C32023,8.07400985880811,C32051,8.102307604547097,C32020,8.71802633088863,C32021,8.947910892057834,C32014,8.95779837355614
83,7016,,Thompson Island,42.31531870900005,-71.00832116749996,C32014,2.3478459351240057,C32051,2.4316083746339383,C32023,2.669007841602601,C32090,3.0793661799099774,C32017,3.3830816117541476
84,3017,,Connell Fields/Hickey Courts,42.25621687450004,-71.13376719349995,C32104,0.772705251092919,E32013,0.9315493968754134,C32106,1.7829802668684402,E32014,1.8368169306909228,C32079,2.8706842589138266
85,3018,,Weider Park,42.27095094300006,-71.12349374599998,C32106,0.47269509401187243,E32014,1.023279853156702,C32079,1.0297202642471106,E32013,1.5697917527878926,C32104,1.706944607577446
86,1002,,Monterey Hilltop I,42.27046190800007,-71.12710597699996,C32106,0.6999742644507719,E32014,1.2253658326896644,C32079,1.2538885795125303,E32013,1.5601719130413925,C32104,1.6654271295033347
87,1003,,Sherrin Woods I,42.26722554850005,-71.12362809499996,C32106,0.3748334320222238,E32014,0.8049417563005486,E32013,1.1575650532876172,C32104,1.2930833576763738,C32079,1.4022985116349314
88,3019,,Doyle Playground,42.260953476000054,-71.11163854649996,E32014,0.4678367683196395,E32013,1.0067595443765265,C32106,1.0116823353612994,C32104,1.212190758307325,Z32999,1.541199831657452
89,1004,,West Street,42.25690304450006,-71.11636430699997,E32013,0.5070920229924717,C32104,0.6819239201422924,E32014,0.8642852513671271,C32106,1.2661699389285828,Z32999,2.1319156047204704
90,84,084,Dell Rock I,42.260205844500064,-71.12206761449994,E32013,0.3759074108320468,C32104,0.5477822832840336,E32014,0.7868512887080057,C32106,0.9073751958316477,C32079,2.110595884348326
91,7,007,Amatucci Playground,42.248564631500045,-71.12643704199996,C32104,0.7986640579201334,E32013,0.9744413843350148,E32014,2.030065256972898,C32106,2.2497510825465437,Z32999,3.373313348620832
92,3020,,Moynihan Playground,42.24406469200005,-71.12510547399995,C32104,1.2824969261216388,E32013,1.4348802386900588,E32014,2.438143361961094,C32106,2.7133179689044917,Z32999,3.6735727760569206
93,160,160,Iacono/Readville Playground,42.239588594000054,-71.13485287549994,C32104,1.9752529556161782,E32013,2.169973949396612,E32014,3.2410526596232767,C32106,3.4190349070884665,Z32999,4.574141828275726
94,3021,,Camp Meigs,42.23481143600003,-71.13188803599996,C32104,2.389570048333135,E32013,2.5661526211194334,E32014,3.601494733380502,C32106,3.8421257673081635,Z32999,4.831015726939782
95,166,166,Jeremiah Hurley Memorial Park,42.237452354000055,-71.13236031549997,C32104,2.1191390365238565,E32013,2.301652480457544,E32014,3.351216523813379,C32106,3.5723144038602888,Z32999,4.621139413272523
96,3022,,Stony Brook Recreation Complex,42.248709621000046,-71.13589056149993,C32104,1.2160144391192915,E32013,1.4263742223935192,E32014,2.4905259890331704,C32106,2.5547441837660188,C32079,3.69339938510224
97,321,321,Williams Square,42.24605776100006,-71.11491716649996,C32104,1.319488251763441,E32013,1.3514026214530386,E32014,2.0561497800512223,C32106,2.474261352373165,C32045,2.994958295259668
98,3023,,Dana Avenue Urban Wild I,42.25223478400005,-71.12189599549998,C32104,0.42871880949626207,E32013,0.5137689766595783,E32014,1.4978436336113419,C32106,1.775856161566704,Z32999,2.8202144290093174
99,3024,,Mother Brook Reservation,42.24509833700006,-71.14050410649998,C32104,1.76584227956174,E32013,1.976280214523366,E32014,3.043442913178573,C32106,3.0994758922407755,C32087,4.063836027281999
100,199,199,Mission Hill Playground,42.333086857500035,-71.09918796599996,B32063,0.17118847350152588,B32033,0.3895167396763707,C32001,0.3927922675661852,B32013,0.4379994796269509,B32036,0.44472300743906645
101,133,133,Gibbons Playground,42.33117652450005,-71.09838318299995,C32001,0.2647487007428609,B32063,0.3330733520858212,B32059,0.543826905895311,B32036,0.5867812587098246,B32033,0.6021711984117247
102,209,209,Mozart Street Playground,42.322382053500064,-71.10449718399994,E32012,0.28864480000430204,E32006,0.3641945073946945,E32003,0.44584558205135827,D32041,0.6016981811784057,E32011,0.7497326698200905
103,19,019,Beecher Street Play Area,42.318200930000074,-71.10689273999995,D32041,0.24885920015538554,E32003,0.46459416164562173,E32004,0.7356679664418565,E32006,0.7653839627831607,E32012,0.7780781064066318
104,7021,,Lawrence Farm,42.303777975500054,-71.13665300849996,D32052,1.7451995552179547,C32048,1.7743562966436408,E32001,1.8454127029378908,E32010,1.8743984940952034,C32089,1.90543203522055
105,341,341,Soldier's Monument,42.309442181000065,-71.11584899299996,E32001,0.05525047505460955,D32052,0.3774631290122682,E32005,0.7127375258224552,D32040,0.7475732643660411,E32010,0.9554556042854596
106,107,107,English H.S. Athletic Fields,42.30768812650004,-71.10764619099996,D32040,0.12765796380150135,E32005,0.32210053165048547,E32001,0.6594616878507288,D32052,0.6893648613332859,E32010,0.9279587001664068
107,2013,,Johnson Park II,42.311164496500055,-71.10749783199995,E32005,0.06630945629048307,D32040,0.5139906227299569,D32041,0.6939821125089711,E32001,0.6947343661744166,D32052,0.8840990355015557
108,3025,,Johnson Park I,42.31160160300004,-71.10793963899994,E32005,0.12384932326064385,D32040,0.5627928673467635,D32041,0.6644373192609058,E32001,0.6793074668958954,D32052,0.8894977060047132
109,185,185,Mahoney Square,42.321920375000076,-71.10988524449996,E32003,0.017601532786996808,E32007,0.6367477893267488,E32012,0.6995615982667148,D32041,0.7136309539923181,E32006,0.8110057390714813
110,1005,,Back of the Hill Urban Wild,42.329838694000046,-71.11007305099997,E32007,0.2572504316594798,K32003,0.6039372007090148,B32036,0.6476334209448434,B32013,0.7260644910624284,A32056,0.7521648102149957
111,302,302,Thetford/Evans Playground,42.283238929500044,-71.07779488749995,C32103,0.5396119244184786,C32055,0.7166409581719134,C32038,0.9300173468344691,C32110,1.0012105907036501,C32092,1.1307730367970592
112,1006,,Woodhaven,42.271932834500035,-71.09607649399996,Z32999,0.2443519511068838,C32044,0.356023989848294,C32045,0.4907567986095916,C32050,0.6493584208458678,C32103,1.5065442093546917
113,1007,,Gladeside I,42.27436287200004,-71.08710851799995,C32044,0.5466118689375448,C32050,0.6079868707011357,C32103,0.7442396179049433,C32045,0.8974821087741179,Z32999,0.9826561225638091
114,1008,,Willowwood Rock,42.285474469000064,-71.08607444599994,C32092,0.40947700544229015,C32094,0.8273733588894869,C32103,0.8867847814726303,C32110,1.006595058557438,C32043,1.0154041789254358
115,3026,,Msgr. Francis A. Ryan Park,42.270017307000046,-71.08545282099996,C32045,0.7152292846484272,C32044,0.852776581233066,Z32999,0.9907435876521384,C32050,1.0412572909294366,C32103,1.0592245100667455
116,310,310,Walker Playground,42.27800456600005,-71.08952794399997,C32050,0.31455481186262996,C32044,0.5110609939084124,C32103,0.7668033341029831,C32092,0.8975498246140774,Z32999,1.1050853818299486
117,3027,,Kennedy Playground,42.26535889850004,-71.09607414599995,C32045,0.3465477771222286,Z32999,0.5268359644723847,C32044,1.0468713619571992,C32050,1.356434224214539,E32014,1.5270997600734244
118,7026,,Forest Hills Cemetery,42.294444441500076,-71.10566937349998,C32089,0.8717576197532999,E32010,1.0091755231519652,C32105,1.018902481309273,C32094,1.0757473065490555,C32099,1.1860214081322462
119,313,313,Walter Street Cemetery,42.29317381550004,-71.12988359449997,C32047,0.7001696119097716,C32048,0.7187312086406477,C32046,0.7751978051544657,C32059,0.9451180091786106,C32089,1.1882415121687402
120,223,223,Pagel Playground,42.28917269400006,-71.11881044049994,C32048,0.4350301337678834,C32047,0.7736568620172022,C32089,0.7998375376820499,C32046,0.8376858500582344,C32105,0.8387660839623048
121,229,229,Parkman Playground,42.295967927500044,-71.11311762499994,C32089,0.2389403779604406,E32010,0.5582559493584134,C32048,0.7604561362318277,D32052,1.1396331390683028,C32105,1.1657403443271266
122,112,112,Fallon Field,42.28757174900005,-71.13524941649996,C32059,0.18242463800117142,C32046,0.5977196517854154,C32047,0.6206868798694608,C32048,1.2898318077203148,C32085,1.5072406716682925
123,241,241,Poplar Street Play Area,42.280778077000036,-71.12642474249998,C32046,0.6314797869647821,C32047,0.7076662186759254,C32079,0.8172917697342914,C32059,1.0506075644917248,C32048,1.3891421189816666
124,2015,,Delano Park,42.280005508000045,-71.12607115099996,C32046,0.7217748028947678,C32079,0.7699067177363733,C32047,0.7971157075225479,C32059,1.1259162977509383,C32106,1.4375096789016093
125,7028,,Toll Gate Cemetery,42.29479338950006,-71.11738631099996,C32089,0.1812745045309009,C32048,0.3930937368109414,E32010,0.7283668601871757,C32105,1.1839062808338146,C32047,1.2110850544348515
126,94,094,Dudley Town Common,42.32657992800003,-71.07562802749996,C32015,0.14033789375402092,C32022,0.7525525080538353,B32017,0.769669989434626,B32026,0.8311131407527157,C32005,0.9871443128029261
127,170,170,King Street Play Area,42.330329141500044,-71.09278129049994,C32001,0.21865591251188693,B32055,0.23662643338298747,B32059,0.2856544689361125,B32064,0.6018707072885598,B32017,0.7368136157336946
128,164,164,Jeep Jones Park,42.330708266000045,-71.09222258699995,B32055,0.21926016171123403,B32059,0.23935031474302917,C32001,0.2486878166390089,B32064,0.5395776992566473,B32017,0.6954546940457963
129,180,180,Linwood Park,42.328530744000034,-71.09469041599996,C32001,0.2973727513077112,B32055,0.38765372882475324,B32059,0.5235297747784762,B32063,0.7561464405041138,E32006,0.7673071432256962
130,172,172,Kittredge Park,42.32808111750006,-71.09252923499997,B32055,0.2485239373490348,C32001,0.40768342066312707,B32059,0.5318981529150428,B32017,0.7404037637072738,B32023,0.7452719394823651
131,1009,,Rockledge Street Urban Wild,42.32644803850005,-71.09017762499994,B32055,0.33493803655894455,B32023,0.5636119510247495,B32017,0.6425518525481762,C32001,0.6679349336607654,B32059,0.7315823521391772
132,292,292,St James Street Park,42.32692187050006,-71.08514652649998,B32017,0.3412184139441032,B32055,0.5003293559069748,B32026,0.7312418676179481,B32023,0.7905903075101006,C32015,0.8262325904658591
133,186,186,Malcolm X Park I,42.32173362550006,-71.08924205799997,B32023,0.1696002168175234,B32027,0.5811415090239695,E32011,0.6485387581233026,B32022,0.7064973862525723,B32055,0.8619236087803095
134,157,157,Horatio Harris Park,42.31860300400004,-71.09003208449997,B32027,0.24615995924683096,B32023,0.3308084411870749,E32011,0.5307142781827431,B32022,0.631846925868053,E32004,0.7793689486945581
135,306,306,Trotter School Playground,42.31514597100005,-71.08873768449996,B32027,0.328639576376737,B32022,0.601755710443571,C32027,0.6601664869788618,C32102,0.6832068947640991,B32023,0.729219105270123
136,73,073,Crawford Street Playground,42.31547495250007,-71.09266835549994,B32027,0.16933240996095666,C32102,0.44513538395756747,E32004,0.4923991265130385,E32011,0.5253708223657018,C32027,0.6318724972260001
137,311,311,Father Jack Play Area,42.31448884900007,-71.09417351399998,C32102,0.2822651288873262,B32027,0.32492125328563526,E32004,0.3912587733704015,C32027,0.5454704809486434,E32011,0.5660320194946966
138,119,119,Flaherty Playground,42.31166498400003,-71.10433970549997,E32005,0.27528260957164297,D32041,0.5888404148703295,D32040,0.632102509970035,E32004,0.6491252944571322,C32102,0.6788831987783012
139,187,187,Marcella Playground,42.32287224700008,-71.09620288499994,E32006,0.32472087623110085,E32011,0.3960868724936287,B32023,0.4374365794091346,E32012,0.49606602544084305,B32027,0.7502919284555252
140,152,152,Highland Park,42.32521874150004,-71.09492456749996,E32006,0.499484466349254,B32023,0.5172737278321993,E32012,0.5914376759794302,B32055,0.6137112901748252,C32001,0.6629301359488643
141,45,045,Cedar Square,42.32481831150005,-71.08954577999998,B32023,0.40119462742899265,B32055,0.5184270368975443,B32017,0.7284985658611401,E32011,0.8328329339166107,C32001,0.8455543239863631
142,105,105,Elm Hill Park,42.31292516950003,-71.08213526149999,B32022,0.550173989326891,B32028,0.5655591173152803,B32029,0.8476291031080873,C32027,0.90155355408715,B32027,0.9215784086754364
